pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,entity_name,entity_id,pitch_hand,eta_FF,eta_SI,eta_FC,eta_CH,eta_FS,eta_CU,eta_SL,eta_ST,eta_SV,eta_KC,IP
CH,2025-10-29,85.8,2.3,6.26,"Snell, Blake",666182,605483,,called_strike,,,,,9,Called Strike,W,R,L,LAD,TOR,S,,,1,0,2025,1.24,0.46,0.57,1.67,,,,2,5,Top,,,,,,,-6.660877168620089,-124.66727582552352,-5.52923186421328,14.248457069068287,26.45780445597429,-26.4194276260388,3.86,1.76,,,,86.3,1721,6.8,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.71,,,,,,,,37,2,Changeup,1,3,3,1,3,1,3,1,Standard,Standard,129,0.0,-0.053,,,,0.053,,-2,2,0.269,0.731,32,27,33,27,3,2,,,,,2.66,1.24,-1.24,,,,,,,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
FS,2025-10-29,84.1,-0.34,7.17,"Yesavage, Trey",518692,702056,strikeout,swinging_strike,,,,,8,Freddie Freeman strikes out swinging.,W,L,R,LAD,TOR,S,2.0,,2,2,2025,1.23,0.58,-0.12,2.12,,,,0,2,Bot,,,,,,,2.941478934930514,-122.42473931956518,-6.443636770526146,-12.971859330329533,24.229107607428976,-25.286728571728585,3.7,1.82,,,,83.8,1525,6.1,813022,672386,665489,643396,676391,665926,676914,662139,680718,54.42,,0.0,0.0,1.0,0.0,0.0,,14,8,Split-Finger,0,2,0,2,2,0,0,2,Infield shade,Standard,218,-0.024,-0.232,65.2,8.0,,0.232,,-2,-2,0.331,0.331,21,35,22,36,1,0,,,,,2.64,1.23,-1.23,,29.584578138675177,-37.17229741250792,39.7972584099438,39.52716065520124,50.38090037292013,"Yesavage, Trey",702056,R,0.995,,,,0.902,,0.532,,,,
CH,2025-10-29,87.7,2.19,6.4,"Snell, Blake",676914,605483,,called_strike,,,,,3,Called Strike,W,R,L,LAD,TOR,S,,,3,1,2025,1.2,0.9,0.48,3.02,,,,0,3,Top,,,,,,,-6.6626723244325445,-127.56344534007306,-3.921203868725641,14.464515726225349,25.94725454359095,-21.7437137985432,3.05,1.46,,,,88.3,1916,6.7,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.81,,,,,,,,17,5,Changeup,0,2,2,0,2,0,2,0,Standard,Standard,134,0.0,-0.094,,,,0.094,,-2,2,0.279,0.721,32,26,33,26,2,1,,,,,2.06,1.2,-1.2,,,,,,,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
FS,2025-10-29,85.0,-0.36,7.19,"Yesavage, Trey",606192,702056,,called_strike,,,,,3,Called Strike,W,R,R,LAD,TOR,S,,,1,0,2025,1.19,0.85,0.61,3.12,,,,1,2,Bot,,,,,,,4.631237693579265,-123.6330982478694,-4.928969091842522,-13.109109771722824,24.22869854746568,-22.628070130951333,3.43,1.59,,,,84.7,1601,6.1,813022,672386,665489,643396,676391,665926,676914,662139,680718,54.41,,,,,,,,15,2,Split-Finger,0,2,0,2,2,0,0,2,Standard,Standard,219,0.0,-0.05,,,,0.05,,-2,-2,0.307,0.307,21,32,22,33,1,0,,,,,2.3,1.19,1.19,,,,,,,"Yesavage, Trey",702056,R,0.995,,,,0.902,,0.532,,,,
FS,2025-10-29,83.1,-0.24,7.25,"Yesavage, Trey",669743,702056,,called_strike,,,,,6,Called Strike,W,R,R,LAD,TOR,S,,,1,1,2025,1.18,0.42,0.73,2.81,,,,2,5,Bot,,,,,,,4.506686111672516,-120.88395664965482,-4.503883117705394,-12.477873454932077,23.774405191104574,-27.33271544652119,3.37,1.66,,,,82.6,1664,6.0,813022,672386,665489,643396,676391,665926,676914,662139,680718,54.48,,,,,,,,40,3,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,218,0.0,-0.062,,,,0.062,,-2,-2,0.225,0.225,21,30,22,31,2,1,,,,,2.88,1.18,1.18,,,,,,,"Yesavage, Trey",702056,R,0.995,,,,0.902,,0.532,,,,
FS,2025-10-29,83.6,-0.32,7.08,"Yesavage, Trey",669257,702056,,swinging_strike,,,,,7,Swinging Strike,W,R,R,LAD,TOR,S,,,0,1,2025,1.17,0.63,-0.6,1.65,,,,1,6,Bot,,,,,,,1.6434673304013985,-121.51063726179925,-7.242740850052878,-11.843333209317407,25.611982356146694,-24.658418614898668,3.4,1.58,,,,82.9,1654,6.1,813022,672386,665489,643396,676391,665926,676914,662139,680718,54.41,,,,,,,,45,2,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,214,0.0,-0.052,70.8,9.1,,0.052,,-2,-2,0.213,0.213,21,30,22,30,3,2,,,,,2.66,1.17,1.17,,34.00595040023284,-51.40242069675106,40.54765764577711,30.52684718921297,55.37068879941886,"Yesavage, Trey",702056,R,0.995,,,,0.902,,0.532,,,,
CH,2025-10-29,82.8,2.28,6.27,"Snell, Blake",676914,605483,,called_strike,,,,,5,Called Strike,W,R,L,LAD,TOR,S,,,0,1,2025,1.14,0.49,0.09,2.63,,680718.0,665926.0,1,7,Top,,,,,,,-7.258023698206523,-120.38771500671892,-2.745571839303593,12.553399498415953,24.59702719241566,-27.08636087443389,3.12,1.53,,,,83.1,1617,6.6,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.88,,,,,,,,50,2,Changeup,1,3,3,1,3,1,3,1,Standard,Standard,129,0.0,-0.054,,,,0.054,,-2,2,0.153,0.847,32,26,33,26,4,3,,,,,2.86,1.14,-1.14,,,,,,,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
FS,2025-10-29,83.9,-0.38,7.23,"Yesavage, Trey",571970,702056,,called_strike,,,,,2,Called Strike,W,L,R,LAD,TOR,S,,,0,0,2025,1.12,0.71,0.28,2.87,,,,0,3,Bot,,,,,,,3.71477786324405,-122.1447284690141,-5.064380998176857,-11.902612064943709,24.793411855358936,-24.263231998639863,3.1,1.57,,,,83.6,1778,6.1,813022,672386,665489,643396,676391,665926,676914,662139,680718,54.39,,,,,,,,21,1,Split-Finger,0,2,0,2,2,0,0,2,Infield shade,Standard,215,0.0,-0.039,,,,0.039,,-2,-2,0.317,0.317,21,34,22,35,1,0,,,,,2.53,1.12,-1.12,,,,,,,"Yesavage, Trey",702056,R,0.995,,,,0.902,,0.532,,,,
FS,2025-10-29,84.3,-0.34,7.06,"Yesavage, Trey",571771,702056,strikeout,swinging_strike,,,,,13,Enrique Hernández strikes out swinging.,W,R,R,LAD,TOR,S,2.0,,1,2,2025,1.1,0.71,-0.1,0.92,,,,1,5,Bot,,,,,,,2.7354811281874367,-122.56949004483462,-9.295746839594608,-11.6839297485702,23.16032156080048,-23.438398661577647,3.44,1.67,,,,84.2,1845,6.2,813022,672386,665489,643396,676391,665926,676914,662139,680718,54.35,,0.0,0.0,1.0,0.0,0.0,,39,4,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,210,-0.021,-0.18,72.1,8.5,,0.18,,-2,-2,0.246,0.246,21,33,22,34,2,1,,,,,2.49,1.1,1.1,,21.8807116166023,-23.559705425969863,39.32381858028727,37.90887246358923,46.33529352758149,"Yesavage, Trey",702056,R,0.995,,,,0.902,,0.532,,,,
CH,2025-10-29,85.9,2.18,6.37,"Snell, Blake",665489,605483,,called_strike,,,,,6,Called Strike,W,R,L,LAD,TOR,S,,,0,0,2025,1.09,0.78,0.76,2.35,,,676914.0,0,5,Top,,,,,,,-5.626668348163481,-124.98815638658245,-4.858819010725433,12.600299856166794,25.902950109713583,-23.18968897355819,3.74,1.6,,,,86.3,1640,6.6,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.88,,,,,,,,36,1,Changeup,1,3,3,1,3,1,3,1,Standard,Standard,132,0.0,-0.043,,,,0.043,,-2,2,0.213,0.787,32,26,33,26,3,2,,,,,2.31,1.09,-1.09,,,,,,,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
FS,2025-10-29,82.3,-0.32,7.26,"Yesavage, Trey",660271,702056,,called_strike,,,,,2,Called Strike,W,L,R,LAD,TOR,S,,,1,0,2025,1.08,0.61,0.22,3.17,,,,0,6,Bot,,,,,,,3.319758327362069,-119.86208297121398,-3.8933821018553703,-11.07154707081052,23.715992979891883,-25.783752475998824,3.43,1.71,,,,81.8,1676,5.9,813022,672386,665489,643396,676391,665926,676914,662139,680718,54.56,,,,,,,,44,2,Split-Finger,1,3,1,3,3,1,1,3,Infield shade,Standard,214,0.0,-0.05,,,,0.05,,-2,-2,0.248,0.248,21,30,22,31,3,2,,,,,2.76,1.08,-1.08,,,,,,,"Yesavage, Trey",702056,R,0.995,,,,0.902,,0.532,,,,
FS,2025-10-29,84.3,-0.25,7.14,"Yesavage, Trey",605141,702056,strikeout,swinging_strike,,,,,7,Mookie Betts strikes out swinging.,W,R,R,LAD,TOR,S,2.0,,1,2,2025,1.06,0.65,-0.69,1.94,,,,1,4,Bot,,,,,,,1.0843024632345868,-122.6732420613427,-6.995519225628755,-10.956903037934374,24.299752882266827,-24.45494446511681,3.17,1.49,,,,84.1,1781,6.2,813022,672386,665489,643396,676391,665926,676914,662139,680718,54.31,,0.0,0.0,1.0,0.0,0.0,,31,4,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,211,-0.019,-0.18,71.0,8.0,,0.18,,-2,-2,0.271,0.271,21,32,22,33,2,1,,,,,2.56,1.06,1.06,,27.673210629025668,-43.68627290132393,36.80752931126722,28.90365612258473,52.63090268978812,"Yesavage, Trey",702056,R,0.995,,,,0.902,,0.532,,,,
FF,2025-10-29,95.8,-2.5,5.67,"Hoffman, Jeff",605141,656546,,called_strike,,,,,6,Called Strike,W,R,R,LAD,TOR,S,,,0,0,2025,1.06,1.48,0.41,2.16,,,669257.0,0,9,Bot,,,,,,,10.136078419560548,-138.96542314131702,-6.954261793441345,-16.136413511384085,34.53124942618874,-11.598868773417134,3.11,1.43,,,,95.9,2558,6.8,813022,672386,665489,643396,676391,665926,664702,662139,680718,53.73,,,,,,,,71,1,4-Seam Fastball,1,6,1,6,6,1,1,6,Infield shade,Standard,222,0.0,-0.043,,,,0.043,,-5,-5,0.015,0.015,32,32,32,33,1,3,,,,,1.04,1.06,1.06,,,,,,,"Hoffman, Jeff",656546,R,0.976,0.986,,,0.95,,0.196,,,,68.0
FS,2025-10-29,84.9,-0.32,7.11,"Yesavage, Trey",660271,702056,strikeout,swinging_strike,,,,,7,Shohei Ohtani strikes out swinging.,W,L,R,LAD,TOR,S,2.0,,2,2,2025,1.04,0.78,-0.63,1.7,,,,2,3,Bot,,,,,,,1.3374240803745072,-123.44640521309177,-7.864942775349029,-10.90624617297633,24.539536063626823,-22.87891938328144,3.53,1.64,,,,84.6,1588,6.1,813022,672386,665489,643396,676391,665926,676914,662139,680718,54.36,,0.0,0.0,1.0,0.0,0.0,,24,5,Split-Finger,1,2,1,2,2,1,1,2,Infield shade,Standard,221,-0.013,-0.224,68.2,9.4,,0.224,,-1,-1,0.384,0.384,21,30,22,31,2,1,,,,,2.39,1.04,-1.04,,34.40349432748104,-40.95934367449643,38.90466125116056,46.49280227646308,52.02681358993627,"Yesavage, Trey",702056,R,0.995,,,,0.902,,0.532,,,,
CH,2025-10-29,85.7,2.23,6.29,"Snell, Blake",665489,605483,,swinging_strike,,,,,6,Swinging Strike,W,R,L,LAD,TOR,S,,,1,0,2025,1.04,1.08,0.7,2.33,,,,1,3,Top,,,,,,,-5.783108243965725,-124.5690017482215,-5.316825883722954,11.967688012960416,24.99910365851089,-20.07587788933058,3.66,1.6,,,,86.5,1971,6.9,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.63,,,,,,,,18,2,Changeup,0,2,2,0,2,0,2,0,Standard,Standard,130,0.0,-0.05,78.3,8.6,,0.05,,-2,2,0.296,0.704,32,26,33,26,2,1,,,,,2.03,1.04,-1.04,,15.278004430750256,-28.92074302049129,24.84174166025956,42.51230222117258,49.96282777769258,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
FS,2025-10-29,85.1,-0.36,7.16,"Yesavage, Trey",669242,702056,strikeout,swinging_strike,,,,,13,Tommy Edman strikes out swinging.,W,R,R,LAD,TOR,S,2.0,,1,2,2025,1.03,0.75,-0.52,1.37,,,,2,2,Bot,,,,,,,1.6671799311259383,-123.7162381046878,-8.722838417579492,-10.88249366184754,24.05969379531245,-23.00294653325717,3.39,1.58,,,,84.8,1554,6.1,813022,672386,665489,643396,676391,665926,676914,662139,680718,54.41,,0.0,0.0,1.0,0.0,0.0,,16,4,Split-Finger,0,2,0,2,2,0,0,2,Standard,Standard,218,-0.011,-0.182,75.3,8.3,,0.182,,-2,-2,0.29,0.29,21,30,22,30,1,0,,,,,2.4,1.03,1.03,,24.78246903776748,-29.61801715841473,31.27381578045857,29.012121046738528,45.58386978475061,"Yesavage, Trey",702056,R,0.995,,,,0.902,,0.532,,,,
CH,2025-10-29,88.5,2.19,6.31,"Snell, Blake",643396,605483,,called_strike,,,,,4,Called Strike,W,R,L,LAD,TOR,S,,,0,0,2025,1.01,0.98,-0.35,2.11,,,680718.0,1,4,Top,,,,,,,-8.379731933702438,-128.47305199259628,-6.250876930141564,12.945102661642908,27.11785715936653,-20.14824728537112,3.22,1.47,,,,89.3,1845,6.9,813022,669257,518692,669242,571970,605141,669743,571771,606192,53.55,,,,,,,,28,1,Changeup,1,3,3,1,3,1,3,1,Standard,Standard,131,0.0,-0.04,,,,0.04,,-2,2,0.26,0.74,32,30,33,30,2,1,,,,,1.95,1.01,-1.01,,,,,,,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
FS,2025-10-29,86.5,-1.8,5.78,"Domínguez, Seranthony",571970,622554,,called_strike,,,,,9,Called Strike,W,L,R,LAD,TOR,S,,,0,1,2025,1.01,0.04,0.64,1.54,,,,0,8,Bot,,,,,,,7.858366613122338,-125.6194829275918,-3.901667046311631,-12.31573492192556,27.29833601615756,-31.135842910000257,3.07,1.55,,,,86.1,992,6.3,813022,672386,665489,643396,676391,665926,664702,662139,680718,54.21,,,,,,,,63,2,Split-Finger,1,6,1,6,6,1,1,6,Infield shade,Standard,261,0.0,-0.055,,,,0.055,,-5,-5,0.018,0.018,30,34,31,35,1,2,,,,,3.04,1.01,-1.01,,,,,,,"Domínguez, Seranthony",622554,R,0.8320000000000001,0.8220000000000001,,,0.947,0.7590000000000001,,0.4039999999999999,,0.7590000000000001,62.2
