pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,eta_FF,eta_SI,eta_FC,eta_CH,eta_FS,eta_CU,eta_SL,eta_ST,eta_SV,entity_id
SI,2025-08-19,91.9,3.59,5.04,"Lopez, Jacob",621439,682052,,called_strike,,,,,4,"Byron Buxton grounds out softly, catcher Shea Langeliers to first baseman Nick Kurtz.",R,R,L,MIN,ATH,S,,,3,0,2025,1.34,0.34,-0.69,2.18,,,,1,5,Bot,,,,,,,-13.929877919904126,-133.11320290834456,-2.140458822505716,18.83768396224346,26.624008013732663,-27.845167929249865,3.4,1.52,,,,93.2,2179.0,7.2,776674,669127,701762,649966,695391,687231,691016,671732,668709,53.32,,,,,,,,42,4,Sinker,2,5,2,5,5,2,2,5,Standard,Standard,122.0,0.0,-0.09,,,,0.09,,-3,-3,0.154,0.154,27,31,27,32,3,2,,,,,2.37,1.34,-1.34,,,,,,,0.9400000000000001,0.935,0.594,0.9720000000000001,,,0.49700000000000005,,,682052
SI,2025-08-19,94.8,-1.86,5.79,"Smith, Shane",542303,681343,,called_strike,,,,,5,Marcell Ozuna flies out to center fielder Luis Robert Jr.,R,R,R,ATL,CWS,S,,,0,0,2025,1.34,0.54,0.07,2.59,,,,1,5,Bot,,,,,,,8.159333902408653,-137.87994947375094,-3.993456947490322,-18.93115866625516,29.25306484652944,-24.52838553074585,3.53,1.71,,,,96.2,2066.0,7.0,776687,700337,678246,672820,681460,805367,643217,673357,643565,53.48,,,,,,,,49,1,Sinker,4,8,4,8,8,4,4,8,Standard,Standard,224.0,0.0,-0.039,,,,0.039,,-4,-4,0.093,0.093,25,34,25,35,3,2,,,,,1.98,1.34,1.34,,,,,,,0.768,0.855,,0.8340000000000001,,0.809,0.30100000000000005,,,681343
CH,2025-08-19,86.5,1.9,6.25,"Peterson, David",657557,656849,strikeout,swinging_strike,,,,,14,Paul DeJong strikes out swinging.,R,R,L,WSH,NYM,S,2.0,,1,2,2025,1.33,0.37,1.26,1.73,,,,2,1,Bot,,,,,,,-4.314038386392912,-125.91231469340542,-5.437292247481556,14.995582625834556,24.570735235398065,-27.38252692554486,3.44,1.54,,,,88.3,1692.0,7.3,776678,620443,624413,643446,683146,596019,607043,656775,665742,53.22,,0.0,0.0,1.0,0.0,0.0,,7,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,128.0,-0.01,-0.177,71.2,7.4,,0.177,,0,0,0.51,0.51,29,31,30,32,1,0,,,,,2.67,1.33,-1.33,,19.58563477697978,2.391019427764257,33.20787205336932,50.63853966850579,33.79119146883719,0.726,0.758,,0.927,,0.693,0.177,,,656849
SI,2025-08-19,91.0,-1.47,6.51,"Elder, Bryce",700337,693821,,swinging_strike,,,,,4,"Edgar Quero singles on a ground ball to first baseman Matt Olson, deflected by pitcher Bryce Elder.",R,L,R,ATL,CWS,S,,,0,0,2025,1.33,0.55,-0.71,2.63,,,,0,3,Top,,,,,,,4.744215530048457,-132.41030216102277,-4.951853624246652,-16.619817495136328,30.01030317516796,-24.803474700115807,3.34,1.52,,,,90.4,2040.0,6.1,776687,686948,621566,645277,805373,669397,595777,671739,660670,54.42,,,,,,,,18,1,Sinker,2,0,0,2,0,2,0,2,Infield shade,Standard,218.0,0.0,-0.04,66.6,6.1,,0.04,,2,-2,0.721,0.279,26,22,26,22,1,0,,,,,2.22,1.33,-1.33,,-4.558714931305262,39.15119021999321,26.766444855577248,46.36452307352582,7.021259231482878,0.8140000000000001,0.767,,0.638,,,0.197,,,693821
CH,2025-08-19,82.8,3.49,4.87,"Lopez, Jacob",807712,682052,,called_strike,,,,,5,Luke Keaschall strikes out swinging.,R,R,L,MIN,ATH,S,,,3,1,2025,1.33,0.45,0.13,2.08,,,,2,3,Bot,,,,,,,-10.413260441825976,-120.23977376677946,-0.7528741229411015,14.870891891737015,22.43708601289867,-27.87708141170436,3.18,1.4,,,,84.1,2060.0,7.2,776674,669127,701762,649966,695391,687231,691016,671732,668709,53.31,,,,,,,,25,5,Changeup,1,2,1,2,2,1,1,2,Standard,Standard,105.0,0.0,-0.091,,,,0.091,,-1,-1,0.384,0.384,27,22,27,23,2,1,,,,,2.88,1.33,-1.33,,,,,,,0.9400000000000001,0.935,0.594,0.9720000000000001,,,0.49700000000000005,,,682052
CH,2025-08-19,93.3,-1.17,6.07,"Cabrera, Edward",686780,665795,,called_strike,,,,,5,Pedro Pagés strikes out swinging. Masyn Winn scores. Thomas Saggese to 3rd. Pedro Pagés to 1st. Passed ball by catcher Agustín Ramírez.,R,R,R,MIA,STL,S,,,0,0,2025,1.33,0.45,0.06,2.38,691026.0,,695336.0,1,5,Top,,,,,,,6.159334947172584,-135.76024038165878,-4.761721877349183,-17.818640429021073,29.02788791263146,-25.77637437519913,3.22,1.46,,,,94.3,1808.0,6.8,776686,682663,676572,669364,691185,672640,681715,805300,687859,53.7,,,,,,,,41,1,Changeup,2,4,4,2,4,2,4,2,Standard,Standard,228.0,0.0,-0.041,,,,0.041,,-2,2,0.189,0.811,27,26,27,27,3,2,,,,,2.16,1.33,1.33,,,,,,,0.917,0.8790000000000001,,0.929,,0.767,0.21600000000000003,,,665795
SI,2025-08-19,90.1,2.08,6.35,"Peterson, David",686611,656849,,called_strike,,,,,7,Dylan Crews triples (2) on a sharp fly ball to right fielder Juan Soto.,R,R,L,WSH,NYM,S,,,0,0,2025,1.33,1.24,-0.31,1.65,,,,0,8,Bot,,,,,,,-8.89176960164475,-130.69610313156167,-8.417184725508683,17.096947091205347,27.99469367714802,-16.349322833814373,3.07,1.33,,,,91.3,2251.0,7.2,776678,620443,624413,643446,683146,596019,607043,656775,665742,53.3,,,,,,,,62,1,Sinker,0,7,0,7,7,0,0,7,Standard,Standard,141.0,0.0,-0.04,,,,0.04,,-7,-7,0.004,0.004,29,23,30,23,3,2,,,,,1.59,1.33,-1.33,,,,,,,0.726,0.758,,0.927,,0.693,0.177,,,656849
CH,2025-08-19,82.9,-3.02,5.11,"Seabold, Connor",691019,657756,,called_strike,,,,,11,Kyle Teel homers (4) on a fly ball to right field. Miguel Vargas scores.,R,L,R,ATL,CWS,S,,,0,0,2025,1.33,0.0,-0.98,2.79,,678246.0,,2,6,Top,,,,,,,7.274306576822962,-120.54112448478018,1.1646216988263614,-14.407301870427744,22.49794122120885,-32.57470050966356,3.53,1.59,,,,82.9,2295.0,6.2,776687,686948,621566,645277,805373,669397,595777,671739,660670,54.25,,,,,,,,54,1,Changeup,4,8,8,4,8,4,8,4,Infield shade,Standard,277.0,0.0,-0.037,,,,0.037,,-4,4,0.078,0.922,29,23,29,23,1,3,,,,,3.31,1.33,-1.33,,,,,,,0.9920000000000001,,,0.8,,,0.467,,,657756
SI,2025-08-19,90.8,2.14,6.28,"Peterson, David",605137,656849,,swinging_strike,,,,,8,"Josh Bell grounds out, third baseman Brett Baty to first baseman Pete Alonso.",R,R,L,WSH,NYM,S,,,2,0,2025,1.33,0.88,0.1,2.24,,,,0,2,Bot,,,,,,,-8.073912278716392,-131.89995761210056,-6.119284914011082,17.289209387461142,28.83860587400068,-20.79906774472131,3.65,1.73,,,,92.0,2201.0,7.2,776678,620443,624413,643446,683146,596019,607043,656775,665742,53.31,,,,,,,,12,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,144.0,0.0,-0.074,74.7,8.9,,0.074,,0,0,0.55,0.55,29,32,30,33,1,0,,,,,1.9,1.33,-1.33,,25.009308397722133,-28.2645153558161,39.19005265926594,35.30410225511041,41.25623564670431,0.726,0.758,,0.927,,0.693,0.177,,,656849
SI,2025-08-19,94.3,-0.86,5.8,"Miller, Bryce",607208,682243,,called_strike,,,,,8,Trea Turner singles on a line drive to center fielder Julio Rodríguez. Bryson Stott to 3rd.,R,R,R,PHI,SEA,S,,,0,1,2025,1.33,0.94,-0.14,1.93,,,681082.0,0,3,Bot,,,,,,,4.842293236108405,-137.14534704401098,-6.443809380063572,-17.827658652279634,31.506237780620395,-19.065125094992567,3.48,1.65,,,,94.6,2513.0,6.6,776680,641598,647304,593871,553993,641487,668227,677594,664238,53.92,,,,,,,,23,2,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,215.0,0.029,-0.052,,,,0.052,,0,0,0.594,0.594,26,32,27,32,2,1,,,,,1.63,1.33,1.33,,,,,,,0.9279999999999999,0.8940000000000001,0.659,,0.6950000000000001,0.7070000000000001,0.24800000000000003,0.636,,682243
SI,2025-08-19,94.6,1.97,5.65,"Matz, Steven",683002,571927,,called_strike,,,,,1,Gunnar Henderson strikes out swinging.,R,L,L,BOS,BAL,S,,,0,0,2025,1.33,1.05,-0.5,3.29,,,,0,7,Top,,,,,,,-9.4355159807816,-137.47402081358624,-2.8270179473389367,18.908436255429773,29.83638690095473,-18.415442215375784,3.59,1.86,,,,95.1,2224.0,6.6,776684,657136,647351,663853,608324,596115,807799,680776,701350,53.9,,,,,,,,53,1,Sinker,1,3,3,1,3,1,3,1,Infield shade,Standard,122.0,0.0,-0.04,,,,0.04,,-2,2,0.176,0.824,34,24,34,24,1,3,,,,,1.5,1.33,1.33,,,,,,,,0.9940000000000001,,0.818,,0.8079999999999999,0.371,,,571927
SI,2025-08-19,95.4,0.31,6.71,"Ashby, Aaron",807713,676879,,called_strike,,,,,4,Matt Shaw strikes out swinging.,R,R,L,CHC,MIL,S,,,1,1,2025,1.33,0.65,-0.6,2.62,,,621020.0,1,8,Bot,,,,,,,-5.248098136145401,-138.76875403387987,-6.441348238789499,18.342251006500952,32.06247675793988,-22.55290492076232,3.3,1.5,,,,93.2,2167.0,5.1,776676,643376,683734,668930,678011,655316,592885,686217,686555,55.42,,,,,,,,67,3,Sinker,4,1,4,1,1,4,4,1,Standard,Standard,148.0,0.0,-0.058,,,,0.058,,3,3,0.975,0.975,27,23,27,24,2,3,,,,,1.87,1.33,-1.33,,,,,,,0.738,0.8109999999999999,,0.761,,0.8790000000000001,0.541,,,676879
SI,2025-08-19,96.6,-1.95,5.87,"Seymour, Carson",593428,693313,,swinging_strike,,,,,9,Xander Bogaerts strikes out swinging.,R,R,R,SD,SF,S,,,1,0,2025,1.32,0.77,0.42,2.22,,,,0,7,Bot,,,,,,,9.373131747158112,-140.33302191274805,-5.928109093751345,-19.565598935396817,32.47174897528758,-20.853147299068095,3.67,1.69,,,,97.0,2271.0,6.7,776667,672275,642086,666149,669477,683766,671218,808982,687529,53.84,,,,,,,,60,2,Sinker,5,1,5,1,1,5,5,1,Standard,Standard,224.0,0.0,-0.049,70.6,8.5,,0.049,,4,4,0.974,0.974,26,32,27,33,1,3,,,,,1.69,1.32,1.32,,25.40948037090173,-34.39483433271578,28.91316317849592,40.90981432507809,47.65836111814424,0.8370000000000001,0.7490000000000001,0.429,,,0.6729999999999999,0.564,,,693313
SI,2025-08-19,95.9,-1.76,5.77,"Kittredge, Andrew",668930,552640,,called_strike,,,,,7,Brice Turang grounds out to first baseman Michael Busch.,R,L,R,CHC,MIL,S,,,1,0,2025,1.32,0.86,-0.79,1.93,,,,2,9,Top,,,,,,,5.545884953876693,-139.49824045873729,-6.512973050173675,-18.456020317668184,31.441392672453823,-19.704623022734133,3.5,1.65,,,,96.3,2296.0,6.6,776676,608348,683737,663538,807713,621020,664023,691718,650489,53.94,,,,,,,,71,2,Sinker,4,1,1,4,1,4,1,4,Standard,Standard,220.0,0.0,-0.056,,,,0.056,,3,-3,0.996,0.004,35,25,35,26,1,3,,,,,1.62,1.32,-1.32,,,,,,,0.74,0.826,,,,,0.349,,,552640
SI,2025-08-19,89.2,3.5,5.16,"Sisk, Evan",664770,681895,,called_strike,,,,,6,Nathan Lukes called out on strikes.,R,L,L,PIT,TOR,S,,,0,0,2025,1.32,0.4,0.45,2.45,,,672386.0,2,9,Top,,,,,,,-10.356309361362351,-129.52891776268712,-1.4500087761811895,16.996339170881697,26.9685801896874,-27.6157598517035,3.48,1.61,,,,89.9,2033.0,6.8,776679,663698,687462,693304,643396,669707,682927,669261,668804,53.66,,,,,,,,75,1,Sinker,3,7,7,3,7,3,7,3,Standard,Standard,140.0,0.0,-0.045,,,,0.045,,-4,4,0.015,0.985,28,30,28,31,1,4,,,,,2.48,1.32,1.32,,,,,,,0.735,0.698,0.43100000000000005,,,0.8140000000000001,,0.61,,681895
SI,2025-08-19,90.0,2.32,6.37,"Rodón, Carlos",676044,607074,,called_strike,,,,,2,Bob Seymour strikes out swinging.,R,L,L,TB,NYY,S,,,0,0,2025,1.32,0.63,0.2,3.46,,,802415.0,0,5,Bot,,,,,,,-7.971208099341262,-130.9455241843797,-2.573597361585681,16.82563317095747,26.33944316645885,-24.603515542291333,3.49,1.6,,,,89.4,2148.0,5.8,776677,700250,502671,665862,676609,683011,641355,663757,519317,54.7,,,,,,,,48,1,Sinker,2,10,2,10,10,2,2,10,Infield shade,Standard,126.0,0.0,-0.04,,,,0.04,,-8,-8,0.018,0.018,32,26,33,27,3,0,,,,,2.18,1.32,1.32,,,,,,,0.975,0.785,,0.7809999999999999,,0.7320000000000001,0.217,,,607074
CH,2025-08-19,86.6,2.09,5.87,"Sánchez, Cristopher",593871,650911,,called_strike,,,,,8,Jorge Polanco strikes out swinging.,R,R,L,PHI,SEA,S,,,0,1,2025,1.32,-0.39,-0.08,1.62,,,,2,4,Top,,,,,,,-7.981393708014957,-125.80221860596733,-3.0973296039967533,15.670095891030083,27.0357134064183,-35.873320987885776,3.31,1.61,,,,87.5,2073.0,7.1,776680,592663,547180,681082,664761,607208,669016,664056,592206,53.41,,,,,,,,31,2,Changeup,3,1,1,3,1,3,1,3,Standard,Standard,100.0,0.0,-0.055,,,,0.055,,2,-2,0.782,0.218,28,31,29,32,2,1,,,,,3.46,1.32,-1.32,,,,,,,,0.924,,0.836,,,0.233,,,650911
CH,2025-08-19,86.2,-1.74,5.57,"Kelly, Merrill",670231,518876,,called_strike,,,,,6,John Rave called out on strikes.,R,L,R,KC,TEX,S,,,0,0,2025,1.32,0.19,0.32,2.37,,,,2,5,Bot,,,,,,,7.477556089685844,-125.33112165033094,-1.7683515146914948,-15.394043032957004,24.32320978970473,-30.001109801038933,3.43,1.58,,,,85.4,2101.0,5.7,776675,641680,642133,543760,669701,608369,694671,694497,696030,54.77,,,,,,,,35,1,Changeup,1,2,1,2,2,1,1,2,Infield shade,Standard,245.0,0.0,-0.045,,,,0.045,,-1,-1,0.349,0.349,36,27,37,28,2,1,,,,,2.87,1.32,-1.32,,,,,,,0.84,0.821,0.662,0.8009999999999999,,0.62,0.20800000000000002,,,518876
CH,2025-08-19,85.6,2.03,6.22,"Peterson, David",691781,656849,strikeout,called_strike,,,,,7,Brady House called out on strikes.,R,R,L,WSH,NYM,S,2.0,,0,2,2025,1.32,0.52,-0.3,1.73,,665953.0,,0,6,Bot,,,,,,,-8.324177899893751,-124.40412329815884,-5.487935775442286,15.33797997907329,23.13080597801417,-25.91150348286871,3.61,1.59,,,,87.3,1779.0,7.3,776678,620443,624413,643446,683146,596019,607043,656775,665742,53.21,,0.0,0.0,1.0,0.0,0.0,,45,3,Changeup,0,6,0,6,6,0,0,6,Standard,Standard,123.0,-0.015,-0.223,,,,0.223,,-6,-6,0.046,0.046,29,22,30,22,2,1,,,,,2.58,1.32,-1.32,,,,,,,0.726,0.758,,0.927,,0.693,0.177,,,656849
SI,2025-08-19,98.9,-2.14,5.75,"Mey, Luis",621493,682825,,called_strike,,,,,8,"Taylor Ward grounds into a double play, second baseman Matt McLain to first baseman Spencer Steer. Mike Trout out at 2nd. Taylor Ward out at 1st.",R,R,R,LAA,CIN,S,,,2,1,2025,1.32,0.36,-0.12,1.77,,,545361.0,0,8,Bot,,,,,,,8.610567666453322,-143.61088194919424,-6.2282398645968975,-20.25319027265636,34.80074110132194,-25.871047502197865,3.38,1.62,,,,99.1,2334.0,6.6,776668,624431,668715,680574,663647,682829,669720,670770,682622,53.9,,,,,,,,63,4,Sinker,3,4,3,4,4,3,3,4,Standard,Standard,210.0,0.0,-0.076,,,,0.076,,-1,-1,0.395,0.395,24,31,24,32,1,3,,,,,1.99,1.32,1.32,,,,,,,,0.721,,,,,0.322,,,682825
SI,2025-08-19,95.1,-1.85,5.73,"Smith, Shane",669397,681343,,called_strike,,,,,6,"Nick Allen grounds out, shortstop Chase Meidroth to first baseman Miguel Vargas.",R,R,R,ATL,CWS,S,,,1,1,2025,1.31,0.72,0.82,1.97,,,,2,6,Bot,,,,,,,10.0979644449095,-138.1328843793368,-5.89511567782588,-18.987057633819955,30.27161391398212,-21.81826797437661,3.09,1.46,,,,96.6,1989.0,7.2,776687,700337,678246,672820,681460,805367,643217,673357,643565,53.31,,,,,,,,58,3,Sinker,4,10,4,10,10,4,4,10,Standard,Standard,226.0,0.0,-0.063,,,,0.063,,-6,-6,0.016,0.016,25,26,25,27,3,2,,,,,1.81,1.31,1.31,,,,,,,0.768,0.855,,0.8340000000000001,,0.809,0.30100000000000005,,,681343
CH,2025-08-19,86.8,1.94,5.95,"Skubal, Tarik",673237,669373,,swinging_strike,,,,,14,"Yainer Diaz grounds out, pitcher Tarik Skubal to first baseman Spencer Torkelson.",R,R,L,DET,HOU,S,,,1,1,2025,1.31,0.36,0.83,1.65,,,,1,7,Top,,,,,,,-5.326795119448071,-126.25355593755384,-4.810862458561728,15.098209039313645,26.59279535692007,-27.518320955455064,3.17,1.47,,,,86.6,1819.0,6.3,776685,693307,679529,650402,656716,700242,682985,672761,681481,54.21,,,,,,,,46,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,132.0,0.0,-0.062,73.9,8.4,,0.062,,0,0,0.539,0.461,28,26,29,27,3,2,,,,,2.68,1.31,-1.31,,23.58005510428353,-18.685470354202337,31.935339906791476,46.3225954465659,46.85779185584467,0.905,0.873,,0.7959999999999999,,0.53,0.32799999999999996,,,669373
CH,2025-08-19,84.5,2.17,6.14,"Peterson, David",696285,656849,,called_strike,,,,,8,Jacob Young singles on a ground ball to left fielder Brandon Nimmo. Andrés Chaparro to 3rd.,R,R,L,WSH,NYM,S,,,0,0,2025,1.31,0.31,0.16,1.8,,665953.0,,1,6,Bot,,,,,,,-7.422215218759758,-122.74302386886674,-4.407932687160447,14.714728188918706,24.725717050249724,-28.36302908216344,3.17,1.44,,,,86.0,1495.0,7.4,776678,620443,624413,643446,683146,596019,607043,656775,665742,53.14,,,,,,,,46,1,Changeup,0,6,0,6,6,0,0,6,Standard,Standard,127.0,0.0,-0.033,,,,0.033,,-6,-6,0.031,0.031,29,25,30,26,2,1,,,,,2.9,1.31,-1.31,,,,,,,0.726,0.758,,0.927,,0.693,0.177,,,656849
CH,2025-08-19,83.6,-1.08,6.23,"Taillon, Jameson",686217,592791,strikeout,called_strike,,,,,1,Sal Frelick called out on strikes.,R,L,R,CHC,MIL,S,2.0,,1,2,2025,1.31,0.61,-0.39,2.65,,,,0,1,Top,,,,,,,4.170491678153626,-121.6940958054259,-3.061800635344743,-13.805635099345938,23.058928912074283,-25.704392538026323,3.17,1.45,,,,83.9,1804.0,6.4,776676,608348,683737,663538,807713,621020,664023,691718,683357,54.09,,0.0,0.0,1.0,0.0,0.0,,1,4,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,234.0,0.022,-0.193,,,,0.193,,0,0,0.5,0.5,33,25,34,25,1,0,,,,,2.64,1.31,-1.31,,,,,,,0.9420000000000001,0.9309999999999999,0.515,0.883,,0.7040000000000001,,0.522,,592791
SI,2025-08-19,91.0,1.01,5.91,"Gibson, Cade",676475,806188,,called_strike,,,,,8,Alec Burleson flies out to left fielder Heriberto Hernández.,R,L,L,MIA,STL,S,,,0,0,2025,1.31,0.73,0.05,2.1,,,,1,6,Top,,,,,,,-5.16173105873952,-132.3858487848517,-5.159162183727427,16.543607393801995,29.257757800335185,-22.663065614175306,3.53,1.73,,,,90.2,2228.0,5.9,776686,682663,676572,669364,691185,672640,681715,805300,687859,54.6,,,,,,,,48,1,Sinker,2,6,6,2,6,2,6,2,Infield shade,Standard,141.0,0.0,-0.039,,,,0.039,,-4,4,0.081,0.919,27,26,27,27,1,3,,,,,2.03,1.31,1.31,,,,,,,0.86,0.8620000000000001,,0.7809999999999999,,0.845,0.23600000000000002,0.478,,806188
FF,2025-08-19,91.2,3.63,5.02,"Lopez, Jacob",807712,682052,,called_strike,,,,,2,Luke Keaschall strikes out swinging.,R,R,L,MIN,ATH,S,,,2,0,2025,1.31,0.81,0.25,2.8,,,,2,3,Bot,,,,,,,-11.486945815425214,-132.36738967823848,-1.3889615134736522,17.910560613594953,28.325453036029717,-22.589526999432188,3.22,1.47,,,,92.4,2101.0,7.2,776674,669127,701762,649966,695391,687231,691016,671732,668709,53.33,,,,,,,,25,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,119.0,0.0,-0.066,,,,0.066,,-1,-1,0.384,0.384,27,22,27,23,2,1,,,,,1.95,1.31,-1.31,,,,,,,0.9400000000000001,0.935,0.594,0.9720000000000001,,,0.49700000000000005,,,682052
CH,2025-08-19,86.6,1.96,5.96,"Skubal, Tarik",673237,669373,,swinging_strike,,,,,3,Yainer Diaz strikes out swinging.,R,R,L,DET,HOU,S,,,1,1,2025,1.31,0.44,0.62,2.84,,,,1,2,Top,,,,,,,-5.86429588092482,-126.06165657481726,-2.150484773635448,15.168578362565922,26.055776763733647,-27.229388080716724,3.17,1.47,,,,86.5,1878.0,6.3,776685,693307,679529,650402,656716,700242,682985,672761,681481,54.24,,,,,,,,10,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,140.0,0.0,-0.062,78.1,8.0,,0.062,,0,0,0.523,0.477,28,26,29,27,1,0,,,,,2.6,1.31,-1.31,,21.547487242204987,-25.176185144807377,22.610467318525192,43.58161345170188,46.32702069219937,0.905,0.873,,0.7959999999999999,,0.53,0.32799999999999996,,,669373
SI,2025-08-19,91.7,-2.29,5.48,"Irvin, Jake",665742,663623,,swinging_strike,,,,,8,Juan Soto walks.,R,L,R,WSH,NYM,S,,,0,0,2025,1.31,0.67,-0.07,1.44,,596019.0,,1,3,Top,,,,,,,8.609671473588028,-133.20769967616238,-5.874051305185347,-17.471281236826524,29.185573683959586,-23.063904622694672,3.18,1.55,,,,93.3,2316.0,7.4,776678,656180,665953,657557,691781,682928,695578,696285,686611,53.14,,,,,,,,17,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,222.0,0.0,-0.033,83.1,8.2,,0.033,,0,0,0.478,0.522,28,26,28,27,2,1,,,,,2.05,1.31,-1.31,,19.95627103318975,-17.486034137376834,34.60433248754038,39.15165810269024,37.91979382422643,0.856,0.8059999999999999,0.445,0.784,,0.748,0.40299999999999997,,,663623
SI,2025-08-19,89.9,3.99,2.95,"Hill, Tim",656484,657612,,called_strike,,,,,2,Tristan Gray singles on a sharp ground ball to left fielder Jasson Domínguez.,R,L,L,TB,NYY,S,,,0,1,2025,1.31,-0.68,-0.12,3.12,,,,2,9,Bot,,,,,,,-12.96585415147084,-130.04961741540197,7.944795775248627,17.465026247048524,25.860757660978933,-41.95623498489111,3.45,1.57,,,,90.2,2186.0,6.7,776677,700250,502671,665862,676609,683011,691176,641355,642708,53.8,,,,,,,,87,2,Sinker,3,13,3,13,13,3,3,13,Infield shade,Standard,81.0,0.0,-0.055,,,,0.055,,-10,-10,0.0,0.0,35,29,35,29,1,2,,,,,3.52,1.31,1.31,,,,,,,0.9640000000000001,0.924,,,,,0.537,,,657612
CH,2025-08-19,89.9,-2.48,5.6,"Irvin, Jake",620443,663623,,called_strike,,,,,2,"Luis Torrens grounds out, second baseman Paul DeJong to first baseman Andrés Chaparro.",R,R,R,WSH,NYM,S,,,0,0,2025,1.31,0.74,0.23,3.18,,,683146.0,2,2,Top,,,,,,,9.672695126449264,-130.62116785882714,-1.6428391749556597,-16.910453850118184,25.39654717093304,-23.56163463245859,3.48,1.55,,,,91.8,2326.0,7.3,776678,656180,665953,657557,691781,682928,695578,696285,686611,53.17,,,,,,,,11,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,224.0,0.0,-0.045,,,,0.045,,0,0,0.526,0.474,28,29,28,29,1,0,,,,,2.07,1.31,1.31,,,,,,,0.856,0.8059999999999999,0.445,0.784,,0.748,0.40299999999999997,,,663623
SI,2025-08-19,94.1,-0.77,5.64,"Miller, Bryce",656941,682243,strikeout,called_strike,,,,,9,Kyle Schwarber called out on strikes.,R,L,R,PHI,SEA,S,2.0,,3,2,2025,1.31,1.05,0.31,1.53,,,,0,5,Bot,,,,,,,5.725394847782111,-136.7386731392571,-7.269803286259214,-17.74448439340022,31.22925812122985,-17.51846150741201,3.35,1.51,,,,94.1,2409.0,6.4,776680,641598,647304,593871,553993,641487,668227,677594,664238,54.06,,0.0,0.0,1.0,0.0,0.0,,41,6,Sinker,4,1,4,1,1,4,4,1,Infield shade,Standard,217.0,-0.009,-0.349,,,,0.349,,3,3,0.892,0.892,26,32,27,32,3,2,,,,,1.54,1.31,-1.31,,,,,,,0.9279999999999999,0.8940000000000001,0.659,,0.6950000000000001,0.7070000000000001,0.24800000000000003,0.636,,682243
CH,2025-08-19,89.4,-2.35,5.65,"McGreevy, Michael",805300,700241,strikeout,swinging_strike,,,,,13,Jakob Marsee strikes out swinging.,R,L,R,MIA,STL,S,2.0,,2,2,2025,1.31,0.19,-0.55,1.13,,,,1,1,Bot,,,,,,,7.297237941885708,-129.9079560197337,-5.556904679698468,-16.3895102869666,27.860129395058284,-29.004147308396025,3.34,1.52,,,,90.4,1873.0,7.0,776686,686780,575929,695336,669357,691026,676475,701675,663457,53.49,,0.0,0.0,1.0,0.0,0.0,,8,5,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,242.0,-0.017,-0.229,74.1,7.3,,0.229,,-1,-1,0.419,0.419,24,24,25,24,1,0,,,,,2.67,1.31,-1.31,,1.873443931335702,-3.772688865561612,40.02845368509092,44.56396094547316,30.63182407526249,0.861,0.77,0.40700000000000003,0.747,,0.809,,0.51,,700241
