pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,eta_FF,eta_SI,eta_FC,eta_CH,eta_FS,eta_CU,eta_SL,eta_ST,eta_SV,entity_id
ST,2025-08-19,84.4,-2.05,5.9,"Zeferjahn, Ryan",682829,666171,,swinging_strike,,,,,14,Elly De La Cruz called out on strikes.,R,L,R,LAA,CIN,S,,,0,0,2025,-1.26,0.56,1.17,2.19,,,,0,8,Top,,,,,,,4.997530660725436,-122.908093462675,-3.390427045856009,11.718559974299229,24.695065366270235,-26.019339258755064,3.61,1.74,,,,84.6,2649.0,6.4,776668,518595,694384,695681,660162,687263,621493,666176,650859,54.08,,,,,,,,59,1,Sweeper,3,4,4,3,4,3,4,3,Infield shade,Standard,75.0,0.0,-0.04,69.8,7.8,,0.04,,-1,1,0.247,0.753,27,23,27,23,1,3,,,,,2.64,-1.26,1.26,,18.713993927810787,-30.36981995626058,33.18818829211745,23.84296090010948,48.75580356820911,0.873,,0.406,,,,0.374,0.559,,666171
ST,2025-08-19,79.4,2.12,5.33,"Alexander, Tyler",595777,641302,,called_strike,,,,,8,Catcher Edgar Quero picks off Vidal Bruján at 1st on throw to first baseman Miguel Vargas.,R,R,L,ATL,CWS,S,,,0,0,2025,-1.27,0.34,-0.06,1.89,,805373.0,660644.0,2,7,Bot,,,,,,,-2.397114132148369,-115.67228068002676,-1.3999122866402702,-10.947235983688316,22.099115323862605,-29.06974057945164,3.32,1.6,,,,79.4,2653.0,6.3,776687,700337,678246,672820,681460,805367,643217,673357,643565,54.24,,,,,,,,71,1,Sweeper,9,10,9,10,10,9,9,10,Standard,Standard,287.0,0.0,-0.047,,,,0.047,,-1,-1,0.342,0.342,30,32,31,32,1,4,,,,,3.27,-1.27,1.27,,,,,,,0.903,0.903,0.48600000000000004,0.878,,,,0.443,,641302
ST,2025-08-19,85.4,-2.34,5.37,"Teng, Kai-Wei",656811,678906,,swinging_strike,,,,,14,Ryan O'Hearn strikes out swinging.,R,L,R,SD,SF,S,,,2,0,2025,-1.27,0.12,1.36,2.23,650333.0,,,1,1,Bot,,,,,,,6.160182641778143,-124.03991922215002,-1.1509717422305883,11.373516607384005,30.361077713878775,-30.985028912625765,3.46,1.6,,,,84.6,2833.0,6.4,776667,672275,642086,666149,669477,683766,671218,808982,687551,54.09,,,,,,,,10,3,Sweeper,1,1,1,1,1,1,1,1,Strategic,Standard,56.0,0.0,-0.057,54.5,7.5,,0.057,,0,0,0.597,0.597,26,31,27,32,1,0,,,,,3.08,-1.27,1.27,,21.18591896375705,-17.135936501998632,40.99286385385727,20.936336231816565,29.150310962178924,0.772,0.736,,0.8690000000000001,,0.7290000000000001,,0.449,,678906
CU,2025-08-19,72.2,-2.75,6.0,"Hendricks, Kyle",666158,543294,,called_strike,,,,,9,Gavin Lux flies out to right fielder Jo Adell.,R,L,R,LAA,CIN,S,,,0,0,2025,-1.28,-0.37,0.34,2.02,,,,1,5,Top,,,,,,,3.904920187373419,-105.03781626848884,0.2180631602711209,8.678265800170754,19.937714951394774,-35.14466906831586,3.28,1.53,,,,70.9,2789.0,5.5,776668,518595,694384,695681,660162,687263,621493,669326,666176,54.96,,,,,,,,36,1,Curveball,1,3,3,1,3,1,3,1,Infield shade,Standard,48.0,0.0,-0.039,,,,0.039,,-2,2,0.256,0.744,35,27,36,28,3,2,,,,,4.78,-1.28,1.28,,,,,,,0.88,0.802,,0.7709999999999999,,0.7909999999999999,,,,543294
ST,2025-08-19,80.1,-1.1,6.18,"Taillon, Jameson",661388,592791,,swinging_strike,,,,,14,William Contreras singles on a sharp line drive to center fielder Pete Crow-Armstrong.,R,R,R,CHC,MIL,S,,,1,1,2025,-1.29,0.32,0.91,2.1,,,,2,1,Top,,,,,,,2.0088347983287105,-116.66518356778325,-2.9376957183025096,11.41121076317505,21.48839367016093,-28.94039351883857,3.5,1.64,,,,80.7,2659.0,6.6,776676,608348,683737,663538,807713,621020,664023,691718,683357,53.91,,,,,,,,3,3,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,63.0,0.0,-0.063,71.5,8.3,,0.063,,0,0,0.537,0.463,33,27,34,28,1,0,,,,,3.22,-1.29,-1.29,,22.721114722781746,-38.06595165039625,25.914658625596296,45.30539251212381,58.5467496867882,0.9420000000000001,0.9309999999999999,0.515,0.883,,0.7040000000000001,,0.522,,592791
CU,2025-08-19,78.1,-2.36,5.65,"Irvin, Jake",624413,663623,,called_strike,,,,,6,Pete Alonso flies out to left fielder James Wood.,R,R,R,WSH,NYM,S,,,2,0,2025,-1.29,-0.05,0.51,2.35,,,607043.0,2,1,Top,,,,,,,3.858581395562648,-113.68236172712928,-0.1333799555600181,10.487950671880604,21.20205052337708,-32.772859240637835,3.53,1.65,,,,79.4,2435.0,7.2,776678,656180,665953,657557,691781,682928,695578,696285,686611,53.29,,,,,,,,4,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,67.0,0.0,-0.048,,,,0.048,,0,0,0.525,0.475,28,30,28,31,1,0,,,,,3.79,-1.29,-1.29,,,,,,,0.856,0.8059999999999999,0.445,0.784,,0.748,0.40299999999999997,,,663623
ST,2025-08-19,85.0,-2.27,5.39,"Teng, Kai-Wei",593428,678906,,called_strike,,,,,9,Xander Bogaerts strikes out swinging.,R,R,R,SD,SF,S,,,0,0,2025,-1.29,-0.06,0.31,1.72,650333.0,,,2,1,Bot,,,,,,,3.4651869171328804,-123.64467790115728,-2.043543860626854,12.292461811480294,28.725946404693023,-32.54240647828004,3.67,1.69,,,,84.5,2854.0,6.3,776667,672275,642086,666149,669477,683766,671218,808982,687551,54.17,,,,,,,,11,1,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,56.0,0.0,-0.047,,,,0.047,,0,0,0.536,0.536,26,32,27,33,1,0,,,,,3.26,-1.29,-1.29,,,,,,,0.772,0.736,,0.8690000000000001,,0.7290000000000001,,0.449,,678906
SL,2025-08-19,85.3,-2.78,5.29,"Brash, Matt",669016,666374,,called_strike,,,,,11,Brandon Marsh strikes out swinging.,R,L,R,PHI,SEA,S,,,1,0,2025,-1.3,-0.25,-1.06,2.54,,,664761.0,0,8,Bot,,,,,,,1.4420958157626065,-124.24844021113816,0.317784753578699,13.235796234401242,24.39969863958273,-35.04850392905755,3.27,1.51,,,,85.5,2720.0,6.3,776680,641598,647304,593871,553993,641487,668227,677594,664238,54.2,,,,,,,,68,2,Slider,6,4,6,4,4,6,6,4,Standard,Standard,56.0,0.0,-0.046,,,,0.046,,2,2,0.951,0.951,27,27,27,28,1,3,,,,,3.37,-1.3,1.3,,,,,,,0.861,0.899,,0.7709999999999999,,,0.513,,,666374
ST,2025-08-19,87.1,-1.83,5.74,"Svanson, Matt",691185,694335,,called_strike,,,,,6,Maximo Acosta strikes out swinging.,R,R,R,MIA,STL,S,,,0,0,2025,-1.31,0.08,0.51,2.47,,,,1,7,Bot,,,,,,,2.914918598231354,-126.82200889536072,-1.794207223773025,13.372050014046806,29.04154036900751,-31.11402787114229,3.32,1.58,,,,86.8,2301.0,6.3,776686,686780,575929,695336,669357,691026,676475,701675,663457,54.19,,,,,,,,62,1,Sweeper,4,7,4,7,7,4,4,7,Standard,Standard,59.0,0.0,-0.039,,,,0.039,,-3,-3,0.091,0.091,26,22,26,23,1,2,,,,,2.95,-1.31,-1.31,,,,,,,0.878,0.87,0.386,,,,,0.35100000000000003,,694335
CU,2025-08-19,77.4,1.26,5.88,"Gibson, Cade",701675,806188,,called_strike,,,,,3,Nathan Church pops out to third baseman Maximo Acosta.,R,L,L,MIA,STL,S,,,0,0,2025,-1.31,-1.2,0.48,2.81,,,,0,8,Top,,,,,,,0.7210938058699701,-112.59804374120544,2.6558943507729103,-11.11390612971562,23.946733699760696,-43.056683963948615,3.3,1.53,,,,76.0,3050.0,5.7,776686,682663,676572,669364,691185,672640,681715,805300,687859,54.83,,,,,,,,64,1,Curveball,4,7,7,4,7,4,7,4,Standard,Standard,311.0,0.0,-0.04,,,,0.04,,-3,3,0.065,0.935,27,24,27,25,2,3,,,,,5.06,-1.31,-1.31,,,,,,,0.86,0.8620000000000001,,0.7809999999999999,,0.845,0.23600000000000002,0.478,,806188
ST,2025-08-19,79.0,1.91,5.68,"Rogers, Taylor",668930,573124,,called_strike,,,,,4,Brice Turang singles on a sharp line drive to right fielder Willi Castro.,R,L,L,CHC,MIL,S,,,0,0,2025,-1.31,-0.01,-0.34,2.9,,,,0,7,Top,,,,,,,-2.423971210577338,-115.01587722286108,0.8070234191553307,-11.07581079340662,23.5384946450725,-32.671493079337125,3.5,1.65,,,,77.8,2778.0,5.7,776676,608348,683737,663538,807713,621020,664023,691718,650489,54.85,,,,,,,,55,1,Sweeper,4,1,1,4,1,4,1,4,Standard,Standard,285.0,0.0,-0.04,,,,0.04,,3,-3,0.902,0.098,34,25,35,26,1,2,,,,,3.69,-1.31,-1.31,,,,,,,,0.887,,,,,,0.675,,573124
ST,2025-08-19,83.9,-2.14,5.83,"Zeferjahn, Ryan",669720,666171,,called_strike,,,,,11,Austin Hays strikes out swinging.,R,R,R,LAA,CIN,S,,,2,0,2025,-1.31,0.38,-0.41,3.32,,,,2,8,Top,,,,,,,1.424891564790026,-122.23041963617038,-0.0908361795960557,12.740983899151376,26.21405978159236,-28.619928858456017,3.2,1.43,,,,84.0,2556.0,6.5,776668,518595,694384,695681,660162,687263,621493,666176,650859,54.03,,,,,,,,61,3,Sweeper,3,4,4,3,4,3,4,3,Infield shade,Standard,55.0,0.0,-0.066,,,,0.066,,-1,1,0.285,0.715,27,29,27,30,1,3,,,,,2.88,-1.31,-1.31,,,,,,,0.873,,0.406,,,,0.374,0.559,,666171
ST,2025-08-19,78.9,-2.61,4.74,"Ryan, Joe",669127,657746,,swinging_strike,,,,,14,Shea Langeliers flies out to left fielder Austin Martin.,R,R,R,MIN,ATH,S,,,0,0,2025,-1.31,-0.13,0.97,1.76,649966.0,701762.0,,2,4,Top,,,,,,,5.380463247618005,-114.74233685918156,0.6444715067235514,10.41702881253272,23.0532280639344,-33.68206958049028,3.34,1.53,,,,79.2,2754.0,6.7,776674,680777,665019,807712,668904,686797,668885,621439,670242,53.81,,,,,,,,33,1,Sweeper,1,5,5,1,5,1,5,1,Standard,Standard,61.0,0.0,-0.026,70.5,7.9,,0.026,,-4,4,0.111,0.889,29,27,29,28,3,2,,,,,3.82,-1.31,-1.31,,19.2944334908738,-18.78524678245191,28.09751706216827,48.913618828394114,45.87008599525351,0.968,0.953,,,0.792,0.73,0.336,0.64,,657746
ST,2025-08-19,83.8,-0.86,5.73,"Miller, Bryce",592206,682243,,called_strike,,,,,4,"Nick Castellanos grounds out, second baseman Jorge Polanco to first baseman Josh Naylor.",R,R,R,PHI,SEA,S,,,1,1,2025,-1.32,-0.77,-0.76,3.07,,,,1,2,Bot,,,,,,,-2.368637695353529,-122.07837016279412,1.7233744550028307,13.688926026267527,22.787137789487687,-40.3837782931285,3.86,1.86,,,,84.1,2334.0,6.3,776680,641598,647304,593871,553993,641487,668227,677594,664238,54.22,,,,,,,,14,3,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,42.0,0.0,-0.062,,,,0.062,,1,1,0.64,0.64,26,33,27,33,1,0,,,,,3.99,-1.32,-1.32,,,,,,,0.9279999999999999,0.8940000000000001,0.659,,0.6950000000000001,0.7070000000000001,0.24800000000000003,0.636,,682243
CU,2025-08-19,79.7,-1.46,5.49,"Lugo, Seth",641680,607625,,called_strike,,,,,5,Jonah Heim walks.,R,L,R,KC,TEX,S,,,0,0,2025,-1.33,-1.09,-0.18,2.92,,,,2,5,Top,,,,,,,0.3217947650346118,-116.02001546691604,3.123868927795498,11.913211445661016,23.322850202120566,-42.78239768025968,3.58,1.65,,,,78.5,3368.0,5.6,776675,571912,686469,663697,672580,677951,670231,664728,573262,54.9,,,,,,,,31,1,Curveball,1,2,2,1,2,1,2,1,Infield shade,Standard,52.0,0.0,-0.045,,,,0.045,,-1,1,0.396,0.604,35,30,36,30,2,1,,,,,4.69,-1.33,1.33,,,,,,,0.848,0.835,0.608,0.8690000000000001,0.804,0.8,0.309,0.45299999999999996,0.653,607625
ST,2025-08-19,82.2,-1.37,6.58,"Pivetta, Nick",669477,601713,strikeout,swinging_strike,,,,,14,Casey Schmitt strikes out swinging.,R,R,R,SD,SF,S,2.0,,2,2,2025,-1.33,0.23,0.91,2.09,,,671218.0,2,3,Top,,,,,,,2.594730940136265,-119.56275789973728,-4.042572354664962,12.059098966016352,26.24098438646832,-29.30604627623969,3.42,1.6,,,,82.8,2356.0,7.0,776667,553869,650333,578428,592518,593428,657757,657656,665487,53.46,,0.0,0.0,1.0,0.0,0.0,,21,5,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,69.0,0.026,-0.219,70.9,8.8,,0.219,,0,0,0.528,0.472,32,26,32,26,2,1,,,,,3.18,-1.33,-1.33,,30.168660018725568,-35.21997924549359,31.833816222361406,38.17951335568222,50.96710985491632,0.953,0.9620000000000001,0.637,,,0.8170000000000001,0.36700000000000005,0.43100000000000005,,601713
CU,2025-08-19,78.8,-2.25,5.59,"Irvin, Jake",656775,663623,,swinging_strike,,,,,14,"Cedric Mullins lines out, pitcher Jake Irvin to shortstop CJ Abrams to first baseman Andrés Chaparro.",R,L,R,WSH,NYM,S,,,0,1,2025,-1.33,-0.25,1.17,2.03,,,,0,3,Top,,,,,,,5.024315831372595,-114.63433752351888,-0.3994268375992744,10.675644006099406,22.682966724631157,-34.476623946155044,3.48,1.58,,,,79.9,2489.0,7.2,776678,656180,665953,657557,691781,682928,695578,696285,686611,53.29,,,,,,,,15,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,58.0,0.0,-0.054,70.1,8.3,,0.054,,0,0,0.5,0.5,28,30,28,31,1,0,,,,,3.94,-1.33,1.33,,29.25756675489026,-49.92766314827635,34.5525165154234,19.02158215079796,46.831356466291865,0.856,0.8059999999999999,0.445,0.784,,0.748,0.40299999999999997,,,663623
CU,2025-08-19,80.2,-1.49,5.29,"Lugo, Seth",694671,607625,strikeout,swinging_strike,,,,,14,Wyatt Langford strikes out swinging.,R,R,R,KC,TEX,S,2.0,,1,2,2025,-1.34,-1.1,0.9,1.67,,,,2,3,Top,,,,,,,2.757219501674826,-116.7468817870161,0.8446733855210531,11.53002941065251,24.66002489446438,-42.546630856044686,3.56,1.68,,,,79.3,3370.0,6.0,776675,571912,686469,663697,672580,677951,670231,664728,573262,54.55,,0.0,0.0,1.0,0.0,0.0,,18,5,Curveball,1,1,1,1,1,1,1,1,Strategic,Standard,50.0,0.011,-0.177,74.4,8.0,,0.177,,0,0,0.543,0.457,35,23,36,24,2,1,,,,,4.67,-1.34,-1.34,,15.682938478944042,-19.08684704960078,30.052474071083545,44.09720505616957,38.68046069769833,0.848,0.835,0.608,0.8690000000000001,0.804,0.8,0.309,0.45299999999999996,0.653,607625
CU,2025-08-19,78.9,-1.48,5.61,"Lugo, Seth",642133,607625,,called_strike,,,,,7,Rowdy Tellez singles on a ground ball to center fielder Kyle Isbel.,R,L,R,KC,TEX,S,,,2,0,2025,-1.34,-0.93,-0.66,1.82,,,,2,2,Top,,,,,,,-0.6821372062143274,-114.93922850521392,0.2758337777867325,11.929971794631498,22.224832531327376,-40.66625924118855,3.63,1.63,,,,77.6,3331.0,5.4,776675,571912,686469,663697,672580,677951,670231,664728,573262,55.11,,,,,,,,11,3,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,45.0,0.0,-0.066,,,,0.066,,0,0,0.54,0.46,35,30,36,30,1,0,,,,,4.6,-1.34,1.34,,,,,,,0.848,0.835,0.608,0.8690000000000001,0.804,0.8,0.309,0.45299999999999996,0.653,607625
CU,2025-08-19,83.9,-2.01,5.61,"Teng, Kai-Wei",657757,678906,,called_strike,,,,,5,Gavin Sheets hit by pitch. Ramón Laureano to 2nd.,R,L,R,SD,SF,S,,,0,1,2025,-1.34,-0.62,0.22,2.49,656811.0,,657656.0,1,4,Bot,,,,,,,2.518533617363664,-121.99540085472536,0.5752903140740238,12.533159095232628,29.202720163167022,-38.6516571555633,3.48,1.66,,,,83.1,2741.0,6.3,776667,672275,642086,666149,669477,683766,671218,808982,687551,54.18,,,,,,,,33,2,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,40.0,0.0,-0.07,,,,0.07,,0,0,0.638,0.638,26,29,27,29,2,1,,,,,3.92,-1.34,1.34,,,,,,,0.772,0.736,,0.8690000000000001,,0.7290000000000001,,0.449,,678906
ST,2025-08-19,82.8,-2.45,5.4,"Teng, Kai-Wei",656811,678906,,called_strike,,,,,5,Ryan O'Hearn singles on a ground ball to center fielder Jung Hoo Lee.,R,L,R,SD,SF,S,,,0,0,2025,-1.35,-0.1,0.2,2.23,,,,0,4,Bot,,,,,,,3.397034848865048,-120.4889646434366,-0.4462899228365132,12.152370757044404,27.72357064368185,-33.279914681039884,3.46,1.6,,,,82.1,2762.0,6.2,776667,672275,642086,666149,669477,683766,671218,808982,687551,54.27,,,,,,,,30,1,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,56.0,0.0,-0.04,,,,0.04,,0,0,0.559,0.559,26,31,27,32,2,1,,,,,3.47,-1.35,1.35,,,,,,,0.772,0.736,,0.8690000000000001,,0.7290000000000001,,0.449,,678906
SL,2025-08-19,84.9,-2.77,5.41,"Brash, Matt",664056,666374,,called_strike,,,,,6,"Harrison Bader grounds out, shortstop J.P. Crawford to first baseman Josh Naylor.",R,R,R,PHI,SEA,S,,,0,0,2025,-1.35,-0.44,0.42,2.59,,,664761.0,2,8,Bot,,,,,,,4.764385468818869,-123.55617991630476,0.6425227076778575,12.814141190880832,25.872618396850683,-37.04792529406545,3.19,1.47,,,,84.8,2851.0,6.3,776680,641598,647304,593871,553993,641487,668227,677594,664238,54.15,,,,,,,,70,1,Slider,6,4,6,4,4,6,6,4,Standard,Standard,49.0,0.0,-0.045,,,,0.045,,2,2,0.936,0.936,27,31,27,31,1,3,,,,,3.62,-1.35,-1.35,,,,,,,0.861,0.899,,0.7709999999999999,,,0.513,,,666374
ST,2025-08-19,85.8,-2.16,5.41,"Teng, Kai-Wei",657656,678906,strikeout,swinging_strike,,,,,14,Ramón Laureano strikes out swinging.,R,R,R,SD,SF,S,2.0,,3,2,2025,-1.35,0.31,1.33,1.97,,,,0,2,Bot,,,,,,,5.519662080633277,-124.71023288821004,-2.354454001939628,12.517296643090644,30.93576049378653,-28.645285836427693,3.44,1.57,,,,85.0,2866.0,6.4,776667,672275,642086,666149,669477,683766,671218,808982,687551,54.15,,0.0,0.0,1.0,0.0,0.0,,15,7,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,67.0,-0.023,-0.349,69.4,7.3,,0.349,,0,0,0.55,0.55,26,30,27,31,1,0,,,,,2.85,-1.35,-1.35,,18.465136391728063,2.460342968164694,33.247025747478915,55.3986001215995,39.07016378685384,0.772,0.736,,0.8690000000000001,,0.7290000000000001,,0.449,,678906
ST,2025-08-19,83.0,-0.94,5.67,"Miller, Bryce",656941,682243,,called_strike,,,,,9,Kyle Schwarber homers (44) on a fly ball to right center field.,R,L,R,PHI,SEA,S,,,0,0,2025,-1.36,-0.68,0.45,1.9,,,,1,1,Bot,,,,,,,0.5223915702623243,-120.93241702455606,-0.8141747141666913,13.194976835927262,24.05410678803608,-38.89865625546992,3.35,1.51,,,,83.1,2335.0,6.3,776680,641598,647304,593871,553993,641487,668227,677594,664238,54.18,,,,,,,,5,1,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,41.0,0.0,-0.039,,,,0.039,,0,0,0.526,0.526,26,32,27,32,1,0,,,,,3.99,-1.36,1.36,,,,,,,0.9279999999999999,0.8940000000000001,0.659,,0.6950000000000001,0.7070000000000001,0.24800000000000003,0.636,,682243
ST,2025-08-19,79.2,1.93,5.69,"Rogers, Taylor",643376,573124,,swinging_strike,,,,,7,Danny Jansen called out on strikes.,R,R,L,CHC,MIL,S,,,1,1,2025,-1.36,-0.38,-0.79,1.4,,,668930.0,0,7,Top,,,,,,,-3.3572555842754688,-115.22321088151028,-1.7803170175803316,-11.32097289414238,23.71341752065613,-35.38624858397424,3.31,1.51,,,,78.1,2933.0,5.8,776676,608348,683737,663538,807713,621020,664023,691718,650489,54.71,,,,,,,,56,3,Sweeper,4,1,1,4,1,4,1,4,Standard,Standard,297.0,0.0,-0.069,67.4,8.1,,0.069,,3,-3,0.86,0.14,34,30,35,30,1,2,,,,,4.05,-1.36,1.36,,31.992626690323448,-49.38842040050984,34.74752530737425,30.902757125174453,62.06385734799802,,0.887,,,,,,0.675,,573124
CU,2025-08-19,83.7,-2.13,5.59,"Teng, Kai-Wei",656811,678906,strikeout,swinging_strike,,,,,14,Ryan O'Hearn strikes out swinging.,R,L,R,SD,SF,S,2.0,,3,2,2025,-1.37,-0.6,0.97,1.77,650333.0,,,1,1,Bot,,,,,,,4.442460643510866,-121.56397552576156,-0.9596584652995356,12.092617387915883,32.006467530303325,-37.993453836073336,3.46,1.6,,,,82.5,2726.0,6.4,776667,672275,642086,666149,669477,683766,671218,808982,687551,54.09,,0.0,0.0,1.0,0.0,0.0,,10,7,Curveball,1,1,1,1,1,1,1,1,Strategic,Standard,37.0,-0.061,-0.445,70.9,8.0,,0.445,,0,0,0.597,0.597,26,31,27,32,1,0,,,,,3.96,-1.37,1.37,,27.687009996044832,-18.17511966513859,45.94475311782426,26.51454039193679,36.21530017892893,0.772,0.736,,0.8690000000000001,,0.7290000000000001,,0.449,,678906
CU,2025-08-19,83.3,-2.04,5.23,"O'Brien, Riley",687859,676617,strikeout,swinging_strike_blocked,,,,,14,Troy Johnston strikes out swinging.,R,L,R,MIA,STL,S,2.0,,0,2,2025,-1.37,-0.38,1.24,0.37,,672640.0,681715.0,1,9,Bot,,,,,,,4.873857964861256,-121.09091129617552,-3.8759856455458177,12.248581981502303,26.763627211182904,-35.29171223024422,3.59,1.64,,,,83.8,2650.0,7.0,776686,686780,575929,695336,669357,691026,641658,701675,663457,53.53,,0.0,0.0,1.0,0.0,0.0,,78,3,Curveball,4,7,4,7,7,4,4,7,Standard,Standard,61.0,-0.057,-0.173,62.6,8.7,,0.173,,-3,-3,0.098,0.098,30,28,30,28,1,3,,,,,3.71,-1.37,1.37,,30.71860757020509,-58.91426280935357,39.86614347152923,23.375994928115176,62.6843272552549,,0.8520000000000001,,,,0.668,0.247,,,676617
CS,2025-08-19,69.8,-1.6,5.31,"Lugo, Seth",694671,607625,,called_strike,,,,,2,Wyatt Langford strikes out swinging.,R,R,R,KC,TEX,S,,,1,1,2025,-1.37,-0.53,0.08,3.31,,,,0,6,Top,,,,,,,0.966770613350766,-101.44892665345088,4.736872112509785,9.281586081271362,17.47381316366679,-36.83990819179832,3.56,1.68,,,,69.2,2780.0,6.0,776675,571912,686469,663697,672580,677951,670231,664728,573262,54.49,,,,,,,,36,3,Slow Curve,1,2,2,1,2,1,2,1,Strategic,Standard,52.0,0.0,-0.06,,,,0.06,,-1,1,0.333,0.667,35,23,36,24,3,2,,,,,5.24,-1.37,-1.37,,,,,,,0.848,0.835,0.608,0.8690000000000001,0.804,0.8,0.309,0.45299999999999996,0.653,607625
ST,2025-08-19,78.8,1.44,5.65,"Gibson, Cade",663457,806188,,called_strike,,,,,7,Lars Nootbaar pops out softly to third baseman Maximo Acosta in foul territory.,R,L,L,MIA,STL,S,,,2,0,2025,-1.38,-0.1,-0.57,2.1,,,,1,8,Top,,,,,,,-1.776081743900523,-114.70957932323763,-0.6392835522721609,-11.753224333843594,23.571638749787542,-33.122780673555326,3.34,1.59,,,,77.9,3034.0,5.9,776686,682663,676572,669364,691185,672640,681715,805300,687859,54.63,,,,,,,,65,3,Sweeper,4,7,7,4,7,4,7,4,Standard,Standard,308.0,0.0,-0.066,,,,0.066,,-3,3,0.072,0.928,27,27,27,28,2,4,,,,,3.8,-1.38,-1.38,,,,,,,0.86,0.8620000000000001,,0.7809999999999999,,0.845,0.23600000000000002,0.478,,806188
SL,2025-08-19,80.8,2.02,5.34,"Romero, JoJo",805300,668941,,called_strike,,,,,7,Jakob Marsee called out on strikes.,R,L,L,MIA,STL,S,,,0,0,2025,-1.38,-0.06,-0.42,1.95,,,,0,8,Bot,,,,,,,-2.7662943745591324,-117.58934910220974,-0.7167425457147714,-12.024564720929485,25.73892192153282,-32.79381407038157,3.34,1.55,,,,79.2,2668.0,5.5,776686,686780,575929,695336,669357,691026,676475,701675,663457,55.02,,,,,,,,67,1,Slider,4,7,4,7,7,4,4,7,Standard,Standard,304.0,0.0,-0.04,,,,0.04,,-3,-3,0.079,0.079,28,24,29,24,1,3,,,,,3.59,-1.38,-1.38,,,,,,,0.835,0.835,,0.9450000000000001,,,0.385,,0.365,668941
SL,2025-08-19,86.5,-2.68,5.36,"Brash, Matt",669016,666374,strikeout,swinging_strike,,,,,14,Brandon Marsh strikes out swinging.,R,L,R,PHI,SEA,S,2.0,,1,2,2025,-1.39,-0.32,0.66,1.1,,,664761.0,0,8,Bot,,,,,,,5.130824693787669,-125.89175414278108,-3.270421461784806,13.737630024751274,26.10934920159717,-35.146507089123986,3.27,1.51,,,,86.4,2837.0,6.3,776680,641598,647304,593871,553993,641487,668227,677594,664238,54.22,,0.0,0.0,1.0,0.0,0.0,,68,4,Slider,6,4,6,4,4,6,6,4,Infield shade,Standard,50.0,-0.008,-0.17,72.1,8.0,,0.17,,2,2,0.951,0.951,27,27,27,28,1,3,,,,,3.37,-1.39,1.39,,17.850621777336915,-6.850836163997936,49.15444331089424,29.899482422629603,32.55426822169146,0.861,0.899,,0.7709999999999999,,,0.513,,,666374
