pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,entity_name,entity_id,pitch_hand,eta_FF,eta_SI,eta_FC,eta_CH,eta_FS,eta_CU,eta_SL,eta_ST,eta_SV,eta_KC,IP
CU,2025-10-27,82.0,-1.47,6.01,"Glasnow, Tyler",543807,607192,,swinging_strike,,,,,14,Swinging Strike,W,R,R,LAD,TOR,S,,,1,1,2025,0.08,1.39,0.19,1.12,,676391.0,,2,4,Top,,,,,,,3.640934572443213,-119.36702311329948,-1.7871670705160478,0.0520650420763305,24.76011860366732,-45.241304421241615,3.54,1.63,,,,82.9,2721,7.0,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.46,,,,,,,,32,3,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,18,0.0,-0.057,68.0,8.7,,0.057,,-2,2,0.272,0.728,31,35,32,36,3,2,,,,,4.8,-0.08,-0.08,,22.97712740808173,-34.47582523099378,35.22396021835756,36.159574970810105,41.3278441797905,"Glasnow, Tyler",607192,R,0.7540000000000001,0.736,,,,0.816,0.2289999999999999,,,0.816,90.1
CU,2025-10-27,81.5,-1.52,6.03,"Glasnow, Tyler",666182,607192,,swinging_strike_blocked,,,,,14,Swinging Strike (Blocked),W,R,R,LAD,TOR,S,,,2,1,2025,0.46,1.36,0.87,0.15,,,664770.0,1,5,Top,,,,,,,4.547374661498251,-118.56951981929562,-3.960600820452658,3.3571303344007872,25.30699443113328,-44.23142772277607,3.68,1.73,,,,82.6,2817,7.3,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.23,,,,,,,,38,4,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,19,0.0,-0.074,62.3,9.0,,0.074,,-2,2,0.238,0.762,31,27,32,27,3,2,,,,,4.82,-0.46,-0.46,,29.742625021555234,-44.9235351988486,34.705471905079364,40.83068035830016,62.90270916449629,"Glasnow, Tyler",607192,R,0.7540000000000001,0.736,,,,0.816,0.2289999999999999,,,0.816,90.1
CU,2025-10-27,78.2,-0.78,5.5,"Sheehan, Emmet",665489,686218,,called_strike,,,,,6,Called Strike,W,R,R,LAD,TOR,S,,,0,0,2025,0.75,1.36,0.71,2.98,,,,0,11,Top,,,,,,,1.8381291277435392,-113.688218403992,4.110407941301553,6.043656614725354,24.07858895403684,-44.96189996832693,3.71,1.6,,,,78.0,2670,6.6,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.91,,,,,,,,91,1,Curveball,5,5,5,5,5,5,5,5,Standard,Strategic,39,0.0,-0.039,,,,0.039,,0,0,0.5,0.5,25,26,26,26,1,5,,,,,5.14,-0.75,-0.75,,,,,,,"Sheehan, Emmet",686218,R,0.987,,,0.985,,0.85,0.264,,,0.85,73.1
CU,2025-10-27,79.6,-1.51,5.95,"Glasnow, Tyler",666182,607192,,called_strike,,,,,5,Called Strike,W,R,R,LAD,TOR,S,,,0,0,2025,0.52,1.32,0.0,2.79,,,665489.0,0,4,Top,,,,,,,2.395851044084295,-115.88188275687024,2.4308883660990643,4.1756403650847,22.62015406887762,-44.76957737300277,3.61,1.73,,,,81.7,2719,7.8,813032,669257,518692,669242,571970,605141,571771,681624,606192,52.74,,,,,,,,26,1,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,22,0.0,-0.043,,,,0.043,,2,-2,0.694,0.306,31,27,32,27,2,1,,,,,4.93,-0.52,-0.52,,,,,,,"Glasnow, Tyler",607192,R,0.7540000000000001,0.736,,,,0.816,0.2289999999999999,,,0.816,90.1
CU,2025-10-27,80.1,-1.44,5.99,"Glasnow, Tyler",543807,607192,,called_strike,,,,,6,Called Strike,W,R,R,LAD,TOR,S,,,0,0,2025,0.64,1.31,0.49,2.68,,,,0,1,Top,,,,,,,3.104186949073686,-116.5273876558554,2.0251354499072924,5.167259553453706,24.17196182289633,-44.679125810513845,3.54,1.63,,,,81.3,2909,7.4,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.12,,,,,,,,1,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,20,0.0,-0.039,,,,0.039,,0,0,0.5,0.5,31,35,32,36,1,0,,,,,4.9,-0.64,-0.64,,,,,,,"Glasnow, Tyler",607192,R,0.7540000000000001,0.736,,,,0.816,0.2289999999999999,,,0.816,90.1
CU,2025-10-27,80.2,-1.49,6.02,"Glasnow, Tyler",680718,607192,,called_strike,,,,,2,Called Strike,W,L,R,LAD,TOR,S,,,0,0,2025,0.49,1.27,0.16,3.61,,,,1,4,Top,,,,,,,2.756942385342557,-116.69742366334832,3.885783199567811,3.887606244846092,22.93732744108436,-44.76652109474662,3.57,1.74,,,,81.3,2640,7.1,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.36,,,,,,,,29,1,Curveball,2,3,3,2,3,2,3,2,Standard,Standard,16,0.0,-0.039,,,,0.039,,-1,1,0.394,0.606,31,25,32,26,2,1,,,,,4.83,-0.49,0.49,,,,,,,"Glasnow, Tyler",607192,R,0.7540000000000001,0.736,,,,0.816,0.2289999999999999,,,0.816,90.1
SL,2025-10-27,83.8,-1.7,6.04,"Henriquez, Edgardo",665926,683618,strikeout,swinging_strike_blocked,,,,,14,Andrés Giménez strikes out swinging.,W,L,R,LAD,TOR,S,2.0,,0,2,2025,1.09,1.22,0.02,0.84,,,,2,14,Top,,,,,,,1.8015505016317284,-121.86642292356592,-3.059622679410925,10.335695976225054,28.244316493578307,-43.74063246712147,3.25,1.5,,,,83.5,2772,6.5,813032,669257,518692,500743,571970,605141,669743,669242,606192,53.99,,0.0,0.0,1.0,0.0,0.0,,120,6,Slider,5,5,5,5,5,5,5,5,Strategic,Strategic,41,0.032,-0.16,71.5,8.1,,0.16,,0,0,0.602,0.398,23,26,23,27,1,6,,,,,4.52,-1.09,1.09,,24.84140104269197,-26.300449587461276,39.203889803751096,38.11274684691445,42.01502171929998,"Henriquez, Edgardo",683618,R,0.949,0.956,0.522,,,,0.524,,,,
CU,2025-10-27,81.1,-1.6,6.01,"Glasnow, Tyler",664770,607192,,swinging_strike,,,,,14,Swinging Strike,W,L,R,LAD,TOR,S,,,1,1,2025,0.68,1.21,0.29,0.37,,,,0,5,Top,,,,,,,2.9388678717616243,-117.93907307327594,-3.6018673993723422,5.669193659906655,25.422353984802456,-42.77420460568154,3.35,1.54,,,,81.5,2780,6.9,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.59,,,,,,,,36,3,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,20,0.0,-0.061,71.5,8.4,,0.061,,-2,2,0.239,0.761,31,30,32,31,3,2,,,,,4.71,-0.68,0.68,,32.274435085736954,-35.53842889065802,36.1819579937232,37.02758642220076,55.41676662630891,"Glasnow, Tyler",607192,R,0.7540000000000001,0.736,,,,0.816,0.2289999999999999,,,0.816,90.1
CU,2025-10-27,74.8,1.82,6.13,"Lauer, Eric",605141,641778,,called_strike,,,,,8,Called Strike,W,R,L,LAD,TOR,S,,,0,0,2025,-0.67,1.2,0.01,2.01,,,660271.0,1,15,Bot,,,,,,,-2.5335208090855224,-108.9185900486916,0.8310773249351862,-4.862837925114457,20.466400422149658,-42.04747045788484,3.18,1.49,,,,74.3,2335,6.0,813032,623168,665489,643396,676391,665926,664702,662139,664770,54.48,,,,,,,,132,1,Curveball,5,5,5,5,5,5,5,5,Standard,Standard,319,0.0,-0.04,,,,0.04,,0,0,0.632,0.632,30,32,30,33,2,7,,,,,5.29,-0.67,0.67,,,,,,,"Lauer, Eric",641778,L,0.936,,0.386,0.969,,0.6970000000000001,0.273,,,0.6970000000000001,104.2
CU,2025-10-27,86.1,-1.56,5.85,"Klein, Will",665489,694361,,called_strike,,,,,1,Called Strike,W,R,R,LAD,TOR,S,,,0,1,2025,0.6,1.15,-0.39,3.56,,,,2,15,Top,,,,,,,1.5406680716454286,-125.2594670266913,3.166738166712029,5.928079331328491,27.47659656117148,-45.0874777077093,3.63,1.6,,,,85.6,2471,6.2,813032,669257,518692,500743,571970,605141,669743,669242,606192,54.34,,,,,,,,128,2,Curveball,5,5,5,5,5,5,5,5,Standard,Strategic,21,0.0,-0.057,,,,0.057,,0,0,0.602,0.398,25,26,26,26,1,7,,,,,4.24,-0.6,-0.6,,,,,,,"Klein, Will",694361,R,0.986,,0.433,,,0.828,,0.39,,0.828,
