pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,entity_name,entity_id,pitch_hand,eta_FF,eta_SI,eta_FC,eta_CH,eta_FS,eta_CU,eta_SL,eta_ST,eta_SV,eta_KC,IP
CU,2025-10-31,78.5,-1.48,5.41,"Yamamoto, Yoshinobu",666182,808967,,called_strike,,,,,9,Called Strike,W,R,R,TOR,LAD,S,,,0,0,2025,0.71,1.55,0.69,2.16,,665489.0,,2,6,Bot,,,,,,,3.3824835263761286,-114.07129087892186,2.8687774590995385,5.345500789057618,25.484862345215728,-46.42321413215302,3.7,1.74,,,,78.1,2675,6.6,813025,669257,518692,500743,571970,605141,571771,669242,606192,53.91,,,,,,,,45,1,Curveball,1,3,1,3,3,1,1,3,Standard,Standard,39,0.0,-0.04,,,,0.04,,-2,-2,0.222,0.222,26,27,27,27,3,2,,,,,5.33,-0.71,-0.71,,,,,,,"Yamamoto, Yoshinobu",808967,R,0.909,0.8740000000000001,0.4579999999999999,,0.784,0.949,0.38,,,0.949,173.2
CU,2025-10-31,77.8,-1.62,5.45,"Yamamoto, Yoshinobu",672386,808967,,called_strike,,,,,1,Called Strike,W,R,R,TOR,LAD,S,,,0,0,2025,1.03,1.48,-0.31,3.01,,,,2,2,Bot,,,,,,,0.9221920319560964,-112.96773983505965,4.639543516931878,8.423707945920155,26.22481748339673,-45.96722614328301,3.13,1.5,,,,77.1,2854,6.5,813025,669257,518692,500743,571970,605141,571771,669242,606192,53.98,,,,,,,,12,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,39,0.0,-0.043,,,,0.043,,0,0,0.511,0.511,26,26,27,27,1,0,,,,,5.35,-1.03,-1.03,,,,,,,"Yamamoto, Yoshinobu",808967,R,0.909,0.8740000000000001,0.4579999999999999,,0.784,0.949,0.38,,,0.949,173.2
CU,2025-10-31,77.0,-1.69,5.4,"Yamamoto, Yoshinobu",664770,808967,,called_strike,,,,,6,Called Strike,W,L,R,TOR,LAD,S,,,1,0,2025,1.12,1.41,0.33,2.66,,,,1,6,Bot,,,,,,,2.253274995090884,-111.8978167462472,3.932026149238262,8.699218695491187,25.19928155707671,-44.94772094339902,3.34,1.53,,,,76.3,2874,6.4,813025,669257,518692,500743,571970,605141,571771,669242,606192,54.11,,,,,,,,43,2,Curveball,1,3,1,3,3,1,1,3,Standard,Strategic,34,0.0,-0.05,,,,0.05,,-2,-2,0.213,0.213,26,30,27,31,3,2,,,,,5.34,-1.12,1.12,,,,,,,"Yamamoto, Yoshinobu",808967,R,0.909,0.8740000000000001,0.4579999999999999,,0.784,0.949,0.38,,,0.949,173.2
CU,2025-10-31,78.4,-1.72,5.46,"Yamamoto, Yoshinobu",666182,808967,,swinging_strike,,,,,13,Swinging Strike,W,R,R,TOR,LAD,S,,,0,0,2025,1.12,1.32,-0.22,1.08,,,,1,4,Bot,,,,,,,1.18658136538983,-114.12523916816951,-0.0198752867669078,9.336086588397905,25.40895667203848,-43.80782805797746,3.7,1.74,,,,78.3,2845,6.6,813025,669257,518692,500743,571970,605141,571771,669242,606192,53.85,,,,,,,,30,1,Curveball,1,3,1,3,3,1,1,3,Standard,Standard,36,0.0,-0.039,72.3,8.5,,0.039,,-2,-2,0.271,0.271,26,27,27,27,2,1,,,,,5.09,-1.12,-1.12,,23.299245738465007,-35.6288629696822,40.71494342152028,29.28959306126678,50.487585903401424,"Yamamoto, Yoshinobu",808967,R,0.909,0.8740000000000001,0.4579999999999999,,0.784,0.949,0.38,,,0.949,173.2
KC,2025-10-31,87.6,-3.0,5.66,"Varland, Louis",571771,686973,,called_strike,,,,,4,Called Strike,W,R,R,TOR,LAD,S,,,0,0,2025,0.47,0.97,-0.7,2.71,,,,1,7,Top,,,,,,,4.596841946273621,-127.34272669493244,1.1201384516191386,4.036192067295435,29.76934600946126,-43.10177102447842,3.44,1.68,,,,87.7,2472,6.7,813025,672386,665489,666182,676391,665926,664770,662139,680718,53.77,,,,,,,,48,1,Knuckle Curve,1,3,3,1,3,1,3,1,Standard,Standard,41,0.0,-0.039,,,,0.039,,-2,2,0.19,0.81,27,33,28,34,1,2,,,,,3.98,-0.47,-0.47,,,,,,,"Varland, Louis",686973,R,0.923,0.941,,0.8520000000000001,,0.511,0.4,,,0.511,72.2
KC,2025-10-31,87.3,-3.22,5.56,"Varland, Louis",571970,686973,,called_strike,,,,,3,Called Strike,W,L,R,TOR,LAD,S,,,1,0,2025,0.51,0.73,0.29,2.74,,,,0,7,Top,,,,,,,7.46490165591948,-126.9455777513049,0.9779434820949277,3.813521681364717,28.76851009769803,-40.43472848329477,3.1,1.51,,,,87.6,2584,6.7,813025,672386,665489,666182,676391,665926,664770,662139,680718,53.76,,,,,,,,47,2,Knuckle Curve,1,3,3,1,3,1,3,1,Infield shade,Standard,41,0.0,-0.05,,,,0.05,,-2,2,0.176,0.824,27,34,28,35,1,2,,,,,3.75,-0.51,0.51,,,,,,,"Varland, Louis",686973,R,0.923,0.941,,0.8520000000000001,,0.511,0.4,,,0.511,72.2
KC,2025-10-31,87.6,-3.13,5.45,"Varland, Louis",669242,686973,,swinging_strike,,,,,14,Swinging Strike,W,L,R,TOR,LAD,S,,,2,0,2025,0.08,0.62,0.66,1.15,,,,2,7,Top,,,,,,,9.088743625422062,-127.30563828080956,-2.9667166994777414,-1.0086988419974,26.98839735643581,-38.43217590516384,3.39,1.58,,,,88.6,2431,7.0,813025,672386,665489,666182,676391,665926,664770,662139,680718,53.47,,,,,,,,49,3,Knuckle Curve,1,3,3,1,3,1,3,1,Standard,Standard,37,0.0,-0.065,70.7,8.5,,0.065,,-2,2,0.201,0.799,27,30,28,30,1,2,,,,,3.6,-0.08,0.08,,26.687266494673704,-54.730148721780495,28.08454484296768,29.936640176549187,59.35296998194735,"Varland, Louis",686973,R,0.923,0.941,,0.8520000000000001,,0.511,0.4,,,0.511,72.2
FS,2025-10-31,84.8,-1.98,6.08,"Sasaki, Roki",662139,808963,,swinging_strike_blocked,,,,,14,Swinging Strike (Blocked),W,L,R,TOR,LAD,S,,,0,0,2025,-0.04,0.6,0.16,0.44,,543807.0,665489.0,2,8,Bot,,,,,,,5.1770240447798335,-123.29402064974418,-5.67796651527185,-1.4871853389250982,26.26431238562848,-37.271866172081225,3.39,1.56,,,,86.0,540,7.3,813025,669257,518692,500743,571970,605141,571771,669242,681624,53.21,,,,,,,,64,1,Split-Finger,1,3,1,3,3,1,1,3,Strategic,Standard,331,0.0,-0.047,73.2,9.2,,0.047,,-2,-2,0.153,0.153,23,28,24,29,1,3,,,,,3.79,0.04,-0.04,,27.485790262967463,-22.28260792968742,40.47910650650247,34.59302182392562,41.345299469869154,"Sasaki, Roki",808963,R,0.956,,,,0.916,,0.434,,,,36.1
FS,2025-10-31,91.2,-2.13,5.1,"Yamamoto, Yoshinobu",662139,808967,strikeout,swinging_strike_blocked,,,,,13,Daulton Varsho strikes out swinging.,W,L,R,TOR,LAD,S,2.0,,1,2,2025,-1.37,0.49,-0.15,0.73,,665489.0,666182.0,2,6,Bot,,,,,,,7.965811004568212,-132.45966305863922,-3.946977978192436,-17.89948315160046,31.95712663962902,-37.16680125123568,3.39,1.56,,,,91.2,1343,6.7,813025,669257,518692,500743,571970,605141,571771,669242,606192,53.81,,0.0,0.0,1.0,0.0,0.0,,46,4,Split-Finger,1,3,1,3,3,1,1,3,Standard,Standard,243,-0.066,-0.191,76.9,8.5,,0.191,,-2,-2,0.242,0.242,26,28,27,29,3,2,,,,,3.27,1.37,-1.37,,17.548700755281686,-10.068511508982812,37.822964808272566,37.847011575037286,29.409143141780927,"Yamamoto, Yoshinobu",808967,R,0.909,0.8740000000000001,0.4579999999999999,,0.784,0.949,0.38,,,0.949,173.2
SL,2025-10-31,85.5,-1.96,5.37,"Yamamoto, Yoshinobu",666182,808967,strikeout,swinging_strike_blocked,,,,,14,Bo Bichette strikes out swinging.,W,R,R,TOR,LAD,S,2.0,,1,2,2025,0.7,0.48,0.61,0.84,,,,0,2,Bot,,,,,,,4.663941441516899,-124.50802370413518,-3.496770484199564,6.464238178811608,22.46555766230558,-36.7132285472997,3.7,1.74,,,,86.0,3059,6.4,813025,669257,518692,500743,571970,605141,571771,669242,606192,54.14,,0.0,0.0,1.0,0.0,0.0,,10,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,68,-0.023,-0.189,67.6,8.6,,0.189,,0,0,0.55,0.55,26,27,27,27,1,0,,,,,3.56,-0.7,-0.7,,31.418822754257786,-27.735547426098112,41.84688720101946,37.92934887943424,46.227246133377406,"Yamamoto, Yoshinobu",808967,R,0.909,0.8740000000000001,0.4579999999999999,,0.784,0.949,0.38,,,0.949,173.2
