pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,entity_name,entity_id,pitch_hand,eta_FF,eta_SI,eta_FC,eta_CH,eta_FS,eta_CU,eta_SL,eta_ST,eta_SV,eta_KC,IP
SI,2025-10-28,93.6,-1.82,4.99,"Bassitt, Chris",518692,605135,,swinging_strike,,,,,13,Swinging Strike,W,L,R,LAD,TOR,S,,,0,1,2025,1.62,0.18,-1.05,1.97,,,605141.0,0,8,Bot,,,,,,,5.559841619478046,-136.10458091588146,-2.401204924523708,-21.39461717553696,31.66268865014392,-29.633434133468477,3.69,1.79,,,,93.5,2162,6.4,813023,672386,665489,643396,676391,665926,664702,662139,680718,54.11,,,,,,,,67,2,Sinker,1,6,1,6,6,1,1,6,Infield shade,Standard,236,0.0,-0.053,71.0,6.8,,0.053,,-5,-5,0.033,0.033,36,35,36,36,1,3,,,,,2.44,1.62,-1.62,,6.42471400153398,6.9960498589211975,38.50128368441581,53.87770988239656,22.42555666110908,"Bassitt, Chris",605135,R,0.742,0.762,0.462,0.949,0.95,0.96,0.376,0.871,,0.96,170.1
SI,2025-10-28,94.3,-1.68,5.23,"Bassitt, Chris",669743,605135,,called_strike,,,,,13,Called Strike,W,R,R,LAD,TOR,S,,,0,0,2025,1.58,0.35,-0.87,2.1,,,,1,7,Bot,,,,,,,5.618518215460918,-137.14825007635244,-3.178438402397399,-21.191755203189903,33.19326259300142,-27.201154476628467,3.44,1.77,,,,94.0,2097,6.3,813023,672386,665489,643396,676391,665926,664702,662139,680718,54.17,,,,,,,,59,1,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,228,0.0,-0.039,,,,0.039,,-5,-5,0.024,0.024,36,30,36,31,1,0,,,,,2.23,1.58,1.58,,,,,,,"Bassitt, Chris",605135,R,0.742,0.762,0.462,0.949,0.95,0.96,0.376,0.871,,0.96,170.1
SI,2025-10-28,95.3,-2.81,6.16,"Treinen, Blake",666182,595014,,called_strike,,,,,8,Called Strike,W,R,R,LAD,TOR,S,,,0,0,2025,1.43,0.61,0.01,2.1,,665926.0,665489.0,2,7,Top,,,,,,,10.439962619484277,-138.29795363519753,-6.26377559265209,-20.67999479837085,31.36550597294853,-23.100920639650436,3.95,1.8,,,,93.8,2289,5.6,813023,669257,518692,669242,571970,605141,571771,681624,606192,54.93,,,,,,,,55,1,Sinker,1,4,4,1,4,1,4,1,Standard,Standard,229,0.0,-0.047,,,,0.047,,-3,3,0.101,0.899,37,27,37,27,1,3,,,,,1.92,1.43,1.43,,,,,,,"Treinen, Blake",595014,R,0.7909999999999999,0.8220000000000001,0.375,,,,,0.491,,,26.2
SI,2025-10-28,91.1,-1.79,5.02,"Bassitt, Chris",518692,605135,,called_strike,,,,,5,Called Strike,W,L,R,LAD,TOR,S,,,0,0,2025,1.4,0.18,0.04,2.93,,,605141.0,0,8,Bot,,,,,,,7.598250425148896,-132.34580377181442,0.3143179766548342,-18.102194464764487,30.476834806075363,-30.38292488520264,3.7,1.74,,,,90.7,2084,6.3,813023,672386,665489,643396,676391,665926,664702,662139,680718,54.17,,,,,,,,67,1,Sinker,1,6,1,6,6,1,1,6,Infield shade,Standard,235,0.0,-0.042,,,,0.042,,-5,-5,0.033,0.033,36,35,36,36,1,3,,,,,2.59,1.4,-1.4,,,,,,,"Bassitt, Chris",605135,R,0.742,0.762,0.462,0.949,0.95,0.96,0.376,0.871,,0.96,170.1
FF,2025-10-28,93.0,-1.59,5.52,"Bieber, Shane",605141,669456,,called_strike,,,,,6,Called Strike,W,R,R,LAD,TOR,S,,,0,0,2025,1.16,1.46,0.3,2.09,,,,1,3,Bot,,,,,,,7.484314280750851,-135.04330728295307,-6.215708135328768,-15.896727019366704,32.463747835970025,-13.182054637018704,3.22,1.47,,,,93.5,2485,6.9,813023,672386,665489,643396,676391,665926,664770,662139,680718,53.57,,,,,,,,24,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,218,0.0,-0.039,,,,0.039,,-1,-1,0.403,0.403,30,32,30,33,2,1,,,,,1.21,1.16,1.16,,,,,,,"Bieber, Shane",669456,R,0.958,,0.3389999999999999,0.8959999999999999,,0.816,0.131,,,0.816,40.1
FF,2025-10-28,92.7,-1.44,5.59,"Bieber, Shane",605141,669456,,called_strike,,,,,9,Called Strike,W,R,R,LAD,TOR,S,,,0,0,2025,1.16,1.52,0.68,1.56,,,660271.0,0,1,Bot,,,,,,,7.9963248216147935,-134.56861367854137,-7.771719374887573,-15.848979682769484,31.855418268783183,-12.16749370006546,3.12,1.43,,,,92.6,2389,6.6,813023,672386,665489,643396,676391,665926,664770,662139,680718,53.92,,,,,,,,7,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,218,0.0,-0.042,,,,0.042,,0,0,0.583,0.583,30,32,30,33,1,0,,,,,1.17,1.16,1.16,,,,,,,"Bieber, Shane",669456,R,0.958,,0.3389999999999999,0.8959999999999999,,0.816,0.131,,,0.816,40.1
SI,2025-10-28,97.5,2.7,5.59,"Banda, Anthony",665926,607455,,called_strike,,,,,8,Called Strike,W,L,L,LAD,TOR,S,,,1,1,2025,1.13,1.1,-0.18,1.69,662139.0,676391.0,,0,7,Top,,,,,,,-10.28938791000076,-141.52454840802767,-7.485872035715646,17.454241672860096,30.740462029321733,-15.878423686117973,3.24,1.59,,,,97.4,2155,6.3,813023,669257,518692,669242,571970,605141,571771,681624,606192,54.22,,,,,,,,51,3,Sinker,1,2,2,1,2,1,2,1,Strategic,Standard,130,0.0,-0.066,,,,0.066,,-1,1,0.156,0.844,31,26,32,27,1,2,,,,,1.31,1.13,1.13,,,,,,,"Banda, Anthony",607455,L,0.959,0.943,,0.991,,,0.273,,,,65.0
SI,2025-10-28,99.1,-3.21,5.27,"Varland, Louis",669242,686973,,called_strike,,,,,7,Called Strike,W,L,R,LAD,TOR,S,,,0,0,2025,1.13,1.25,-0.75,2.08,606192.0,571970.0,,0,9,Bot,,,,,,,9.442280844684582,-143.732918133973,-6.178313241513627,-18.0466146627883,38.49243537396615,-13.527815477927566,3.39,1.56,,,,99.3,2435,6.9,813023,672386,665489,643396,676391,665926,664702,662139,680718,53.58,,,,,,,,76,1,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,222,0.0,-0.065,,,,0.065,,-5,-5,0.046,0.046,27,30,28,30,1,3,,,,,1.11,1.13,-1.13,,,,,,,"Varland, Louis",686973,R,0.923,0.941,,0.8520000000000001,,0.511,0.4,,,0.511,72.2
FF,2025-10-28,93.3,-1.65,5.58,"Bieber, Shane",660271,669456,,called_strike,,,,,4,Called Strike,W,L,R,LAD,TOR,S,,,3,0,2025,1.04,1.48,-0.61,2.94,,,,0,1,Bot,,,,,,,5.022453403073723,-135.6936235659398,-4.249991719302642,-14.02081187196604,32.58471262031377,-13.281075267236131,3.65,1.7,,,,93.4,2444,6.6,813023,672386,665489,643396,676391,665926,664770,662139,680718,53.88,,,,,,,,6,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,219,0.0,-0.091,,,,0.091,,0,0,0.547,0.547,30,30,30,31,1,0,,,,,1.17,1.04,-1.04,,,,,,,"Bieber, Shane",669456,R,0.958,,0.3389999999999999,0.8959999999999999,,0.816,0.131,,,0.816,40.1
FF,2025-10-28,93.3,-1.54,5.54,"Bieber, Shane",518692,669456,,called_strike,,,,,14,Called Strike,W,L,R,LAD,TOR,S,,,0,0,2025,0.99,1.47,0.29,1.59,,,,2,3,Bot,,,,,,,6.9680428579937095,-135.47493750780404,-7.688177291442479,-13.71628575662616,30.600524344475453,-12.606127204466487,3.69,1.84,,,,94.2,2346,7.0,813023,672386,665489,643396,676391,665926,664770,662139,680718,53.52,,,,,,,,25,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shade,Standard,218,0.0,-0.043,,,,0.043,,-1,-1,0.384,0.384,30,35,30,36,2,1,,,,,1.17,0.99,-0.99,,,,,,,"Bieber, Shane",669456,R,0.958,,0.3389999999999999,0.8959999999999999,,0.816,0.131,,,0.816,40.1
