pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,entity_name,entity_id,pitch_hand,eta_FF,eta_SI,eta_FC,eta_CH,eta_FS,eta_CU,eta_SL,eta_ST,eta_SV,eta_KC,IP
SL,2025-10-24,87.1,-1.3,5.12,"Sheehan, Emmet",664770,686218,,swinging_strike,,,,,14,Swinging Strike,W,L,R,TOR,LAD,S,,,0,0,2025,-0.11,0.33,1.05,1.48,672386.0,662139.0,676391.0,0,6,Bot,,,,,,,5.441944463406439,-126.71514649962788,-3.2714231880410245,0.0842652856475699,25.954306117033745,-28.170287569959008,3.36,1.54,,,,87.5,2429,6.6,813027,669257,518692,669242,571970,605141,571771,681624,606192,53.91,,,,,,,,51,1,Slider,3,2,3,2,2,3,3,2,Strategic,Standard,191,0.0,-0.046,,,,0.046,,1,1,0.879,0.879,25,30,26,31,1,0,,,,,2.68,-0.11,0.11,,,,,,,"Sheehan, Emmet",686218,R,0.987,,,0.985,,0.85,0.264,,,0.85,73.1
SL,2025-10-24,89.9,1.98,6.51,"Snell, Blake",662139,605483,,swinging_strike,,,,,13,Swinging Strike,W,L,L,TOR,LAD,S,,,1,1,2025,-0.15,0.55,-0.5,1.34,665489.0,666182.0,672386.0,2,1,Bot,,,,,,,-5.880677758054548,-130.67076672803333,-8.054221861284473,-0.5079853590341787,27.952584180346253,-24.30865874201808,3.38,1.56,,,,90.6,2415,6.8,813027,669257,518692,669242,571970,605141,571771,681624,606192,53.71,,,,,,,,9,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,173,0.0,-0.052,76.7,8.7,,0.052,,0,0,0.571,0.571,32,28,33,29,1,0,,,,,2.28,-0.15,-0.15,,20.46535686092322,-18.0924684882361,30.5386470073881,42.13866911027297,37.161869454297424,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
SL,2025-10-24,88.9,0.58,6.54,"Fisher, Braydon",605141,680755,strikeout,swinging_strike,,,,,14,Mookie Betts strikes out swinging.,W,R,R,TOR,LAD,S,2.0,,1,2,2025,-0.15,0.28,0.26,1.09,,,,1,7,Top,,,,,,,-1.067739647714362,-129.3028326791079,-7.799974442688857,1.8907419736012177,26.500785667317427,-27.65968073974161,3.23,1.52,,,,87.7,2379,5.5,813027,672386,665489,643396,676391,665926,664770,662139,680718,54.98,,0.0,0.0,1.0,0.0,0.0,,62,4,Slider,11,4,4,11,4,11,4,11,Standard,Standard,200,0.002,-0.179,28.6,6.3,,0.179,,7,-7,0.995,0.005,24,32,25,33,1,3,,,,,2.6,-0.15,-0.15,,-12.27274489535466,16.27647076657143,41.35215852209871,40.61943809081904,16.342094976104782,"Fisher, Braydon",680755,R,0.945,,0.6659999999999999,,,0.772,0.187,,,0.772,50.0
SL,2025-10-24,89.3,2.01,6.4,"Snell, Blake",665926,605483,,swinging_strike,,,,,13,Swinging Strike,W,L,L,TOR,LAD,S,,,1,1,2025,-0.16,0.63,-1.42,1.36,,,,2,4,Bot,,,,,,,-8.178774246096202,-129.59008572669234,-7.743840014034633,-0.0604835481587622,27.61093442105524,-23.593691636743912,3.3,1.52,,,,90.0,2384,6.9,813027,669257,518692,669242,571970,605141,571771,681624,606192,53.6,,,,,,,,36,3,Slider,2,2,2,2,2,2,2,2,Standard,Standard,172,0.0,-0.062,66.2,7.9,,0.062,,0,0,0.513,0.513,32,26,33,27,2,1,,,,,2.25,-0.16,-0.16,,11.892444070275156,3.603565456063894,31.357638483658565,55.63477649169597,22.88612022159799,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
SL,2025-10-24,86.8,0.53,6.62,"Fisher, Braydon",660271,680755,,called_strike,,,,,2,Called Strike,W,L,R,TOR,LAD,S,,,1,1,2025,-0.16,0.01,-0.18,3.45,,,669242.0,1,7,Top,,,,,,,-1.980414158372946,-126.4380069464013,-1.3973105840422824,2.1450631776932725,26.95804200176982,-32.02503435353987,3.51,1.65,,,,85.3,2325,5.4,813027,672386,665489,643396,676391,665926,664770,662139,680718,55.11,,,,,,,,61,3,Slider,11,2,2,11,2,11,2,11,Infield shade,Standard,183,0.0,-0.056,,,,0.056,,9,-9,0.998,0.002,24,30,25,31,1,3,,,,,3.02,-0.16,0.16,,,,,,,"Fisher, Braydon",680755,R,0.945,,0.6659999999999999,,,0.772,0.187,,,0.772,50.0
CU,2025-10-24,84.2,0.4,6.57,"Fisher, Braydon",518692,680755,,swinging_strike,,,,,8,Swinging Strike,W,L,R,TOR,LAD,S,,,0,1,2025,-0.17,-0.85,-0.12,2.36,,,,2,7,Top,,,,,,,-1.5121217848776145,-122.56780752462302,-1.6132597124837058,2.0129010257121247,27.254401833248306,-40.58134973227624,3.69,1.79,,,,82.5,2482,5.4,813027,672386,665489,643396,676391,665926,664770,662139,680718,55.06,,,,,,,,63,2,Curveball,11,4,4,11,4,11,4,11,Infield shade,Standard,14,0.0,-0.057,65.6,6.6,,0.057,,7,-7,0.997,0.003,24,35,25,36,1,3,,,,,4.1,-0.17,0.17,,-3.795395941275896,10.84582569667109,42.656196247208975,41.46375902918964,15.82086176008292,"Fisher, Braydon",680755,R,0.945,,0.6659999999999999,,,0.772,0.187,,,0.772,50.0
FC,2025-10-24,90.9,-1.49,5.32,"Bassitt, Chris",606192,605135,,swinging_strike,,,,,12,Swinging Strike,W,R,R,TOR,LAD,S,,,0,1,2025,-0.19,0.46,1.19,2.98,,,,1,8,Top,,,,,,,6.320010384924794,-132.3343783931394,-0.9517007714813784,0.9014712151593388,27.897985033231954,-26.752366371316054,3.43,1.58,,,,91.1,2351,6.4,813027,672386,665489,643396,676391,665926,664770,662139,680718,54.14,,,,,,,,68,2,Cutter,11,4,4,11,4,11,4,11,Standard,Standard,213,0.0,-0.052,67.9,7.4,,0.052,,7,-7,0.998,0.002,36,32,36,33,1,3,,,,,2.29,-0.19,-0.19,,5.2207996107272185,22.478475577155866,25.268887270541413,53.29833807004529,13.956905651712336,"Bassitt, Chris",605135,R,0.742,0.762,0.462,0.949,0.95,0.96,0.376,0.871,,0.96,170.1
SL,2025-10-24,89.7,0.62,6.62,"Fisher, Braydon",681624,680755,,called_strike,,,,,8,Called Strike,W,R,R,TOR,LAD,S,,,0,0,2025,-0.2,0.43,0.13,2.09,,,669242.0,0,7,Top,,,,,,,-1.6142948972638438,-130.54550471308906,-6.06918127476404,2.5845322164628373,27.44959176082351,-26.14507061381152,3.49,1.59,,,,88.3,2217,5.4,813027,672386,665489,643396,676391,665926,664770,662139,680718,55.07,,,,,,,,60,1,Slider,11,2,2,11,2,11,2,11,Standard,Standard,191,0.0,-0.042,,,,0.042,,9,-9,0.997,0.003,24,24,25,25,1,2,,,,,2.4,-0.2,-0.2,,,,,,,"Fisher, Braydon",680755,R,0.945,,0.6659999999999999,,,0.772,0.187,,,0.772,50.0
SL,2025-10-24,89.8,0.35,6.62,"Fisher, Braydon",681624,680755,strikeout,called_strike,,,,,2,Andy Pages called out on strikes.,W,R,R,TOR,LAD,S,2.0,,2,2,2025,-0.21,0.32,-0.03,3.24,,,669242.0,0,7,Top,,,,,,,-1.3485065956201312,-130.87540612305582,-3.074330859785931,2.7239125280668413,26.28126332989313,-28.05437832899972,3.49,1.59,,,,88.8,2328,5.5,813027,672386,665489,643396,676391,665926,664770,662139,680718,55.04,,0.0,0.0,1.0,0.0,0.0,,60,5,Slider,11,2,2,11,2,11,2,11,Standard,Standard,181,0.001,-0.202,,,,0.202,,9,-9,0.997,0.003,24,24,25,25,1,2,,,,,2.49,-0.21,-0.21,,,,,,,"Fisher, Braydon",680755,R,0.945,,0.6659999999999999,,,0.772,0.187,,,0.772,50.0
SL,2025-10-24,89.8,0.6,6.56,"Fisher, Braydon",605141,680755,,called_strike,,,,,2,Called Strike,W,R,R,TOR,LAD,S,,,0,0,2025,-0.24,0.15,0.14,3.21,,,,1,7,Top,,,,,,,-1.618869583313996,-130.76781378507522,-2.6011669087266585,3.133297505129208,28.357335564390038,-30.094916305676715,3.23,1.52,,,,88.5,2378,5.5,813027,672386,665489,643396,676391,665926,664770,662139,680718,55.01,,,,,,,,62,1,Slider,11,4,4,11,4,11,4,11,Standard,Standard,152,0.0,-0.039,,,,0.039,,7,-7,0.995,0.005,24,32,25,33,1,3,,,,,2.68,-0.24,-0.24,,,,,,,"Fisher, Braydon",680755,R,0.945,,0.6659999999999999,,,0.772,0.187,,,0.772,50.0
SL,2025-10-24,90.6,1.96,6.41,"Snell, Blake",662139,605483,,swinging_strike,,,,,8,Swinging Strike,W,L,L,TOR,LAD,S,,,2,1,2025,-0.24,0.71,-0.2,2.01,,643396.0,672386.0,0,6,Bot,,,,,,,-4.94237793991748,-131.77186248791006,-6.638248734301074,-1.7389453438852591,29.129708743133985,-22.709649616771188,3.38,1.56,,,,91.6,2325,7.0,813027,669257,518692,669242,571970,605141,571771,681624,606192,53.46,,,,,,,,49,4,Slider,2,2,2,2,2,2,2,2,Standard,Standard,163,0.0,-0.07,79.3,8.7,,0.07,,0,0,0.695,0.695,32,28,33,29,3,2,,,,,2.08,-0.24,-0.24,,19.080700098004247,-27.411027316588044,27.6499354922902,39.2662579093639,41.40212380356413,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
SL,2025-10-24,89.5,2.05,6.47,"Snell, Blake",665926,605483,,swinging_strike,,,,,5,Swinging Strike,W,L,L,TOR,LAD,S,,,2,0,2025,-0.34,0.75,-0.09,2.3,,,676391.0,1,2,Bot,,,,,,,-4.631184522484938,-130.12822633266828,-5.89171553507301,-2.7969866734453275,28.178124246918,-22.559142985930897,3.3,1.52,,,,90.4,2259,6.9,813027,669257,518692,669242,571970,605141,571771,681624,606192,53.57,,,,,,,,19,3,Slider,0,1,0,1,1,0,0,1,Standard,Standard,169,0.0,-0.062,75.4,7.8,,0.062,,-1,-1,0.44,0.44,32,26,33,27,1,0,,,,,2.1,-0.34,-0.34,,21.25468319188573,-29.80564888643837,30.23027490505701,38.26476637606173,46.82380979898703,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
FC,2025-10-24,89.8,3.7,5.58,"Fluharty, Mason",660271,689254,,called_strike,,,,,2,Called Strike,W,L,L,TOR,LAD,S,,,0,0,2025,-0.46,0.77,-0.22,2.98,,,,0,5,Top,,,,,,,-8.767245407088222,-130.4684403775329,-2.0215220329996657,-3.2115813613892263,30.44211775938302,-23.156740175709743,3.51,1.65,,,,90.0,2750,6.7,813027,672386,665489,666182,676391,665926,676914,662139,664702,53.78,,,,,,,,37,1,Cutter,2,2,2,2,2,2,2,2,Infield shade,Standard,172,0.0,-0.039,,,,0.039,,0,0,0.5,0.5,23,30,24,31,1,2,,,,,2.09,-0.46,-0.46,,,,,,,"Fluharty, Mason",689254,L,,,0.422,,,,,0.574,,,52.2
FC,2025-10-24,89.2,3.69,5.55,"Fluharty, Mason",605141,689254,,called_strike,,,,,12,Called Strike,W,R,L,TOR,LAD,S,,,2,0,2025,-0.47,0.65,0.84,3.17,,,,1,5,Top,,,,,,,-6.0814705219921805,-129.80929213808014,-1.14171075142129,-3.8352943916268,29.95897706976396,-24.839500001848226,3.23,1.52,,,,89.6,2834,6.8,813027,672386,665489,666182,676391,665926,676914,662139,664702,53.72,,,,,,,,38,3,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,190,0.0,-0.066,,,,0.066,,0,0,0.53,0.47,23,32,24,33,1,2,,,,,2.24,-0.47,0.47,,,,,,,"Fluharty, Mason",689254,L,,,0.422,,,,,0.574,,,52.2
FC,2025-10-24,89.1,3.63,5.67,"Fluharty, Mason",605141,689254,,called_strike,,,,,2,Called Strike,W,R,L,TOR,LAD,S,,,2,1,2025,-0.6,0.49,0.07,3.29,,,,1,5,Top,,,,,,,-7.533102173626646,-129.51945974772664,-0.7873072981199277,-4.947466602958679,29.958298141827026,-26.759914033762467,3.23,1.52,,,,89.4,2910,6.8,813027,672386,665489,666182,676391,665926,676914,662139,664702,53.75,,,,,,,,38,4,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,207,0.0,-0.07,,,,0.07,,0,0,0.53,0.47,23,32,24,33,1,2,,,,,2.41,-0.6,0.6,,,,,,,"Fluharty, Mason",689254,L,,,0.422,,,,,0.574,,,52.2
CU,2025-10-24,76.0,2.02,6.01,"Lauer, Eric",681624,641778,,called_strike,,,,,8,Called Strike,W,R,L,TOR,LAD,S,,,0,0,2025,-0.73,-1.02,-0.25,1.77,,,,1,9,Top,,,,,,,-3.416030271625403,-110.60516940035149,0.0802207619718944,-5.3223095715963655,21.38909015771658,-40.779955144247765,3.49,1.59,,,,75.3,2432,6.0,813027,672386,665489,643396,676391,665926,664770,662139,680718,54.52,,,,,,,,76,1,Curveball,11,4,4,11,4,11,4,11,Standard,Standard,313,0.0,-0.039,,,,0.039,,7,-7,0.999,0.001,30,24,30,25,1,3,,,,,5.0,-0.73,0.73,,,,,,,"Lauer, Eric",641778,L,0.936,,0.386,0.969,,0.6970000000000001,0.273,,,0.6970000000000001,104.2
CU,2025-10-24,83.1,2.0,6.49,"Snell, Blake",662139,605483,,called_strike,,,,,6,Called Strike,W,L,L,TOR,LAD,S,,,1,0,2025,-0.83,-0.47,0.67,2.21,665489.0,666182.0,672386.0,2,1,Bot,,,,,,,-1.4285814176512908,-121.02490833164148,-2.3783892950780743,-7.780404809867781,26.028665519251906,-36.47662649065519,3.36,1.49,,,,83.4,2669,6.7,813027,669257,518692,669242,571970,605141,571771,681624,606192,53.82,,,,,,,,9,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,321,0.0,-0.035,,,,0.035,,0,0,0.571,0.571,32,28,33,29,1,0,,,,,3.79,-0.83,-0.83,,,,,,,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
CU,2025-10-24,79.5,2.06,6.49,"Snell, Blake",672386,605483,,called_strike,,,,,6,Called Strike,W,R,L,TOR,LAD,S,,,0,0,2025,-0.84,-0.66,0.63,2.11,,,,0,4,Bot,,,,,,,-1.5583173794444536,-115.64417143478737,-1.5002795016142825,-7.141681363712063,24.70484766807849,-37.98514350216328,3.1,1.49,,,,79.6,2484,6.7,813027,669257,518692,669242,571970,605141,571771,681624,606192,53.82,,,,,,,,32,1,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,325,0.0,-0.039,,,,0.039,,-2,-2,0.3,0.3,32,26,33,27,2,1,,,,,4.32,-0.84,0.84,,,,,,,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
CU,2025-10-24,78.4,2.1,6.54,"Snell, Blake",676914,605483,,called_strike,,,,,3,Called Strike,W,R,L,TOR,LAD,S,,,0,0,2025,-0.92,-0.63,0.65,2.78,,,,0,3,Bot,,,,,,,-1.4360709206502855,-114.0411600647294,-0.0024725132067791,-7.606037139020384,23.88727560894608,-37.86887907604291,3.1,1.53,,,,78.3,2526,6.5,813027,669257,518692,669242,571970,605141,571771,681624,606192,53.97,,,,,,,,26,1,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,326,0.0,-0.039,,,,0.039,,-2,-2,0.317,0.317,32,26,33,26,2,1,,,,,4.38,-0.92,0.92,,,,,,,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
ST,2025-10-24,85.6,-2.04,5.55,"Domínguez, Seranthony",571771,622554,strikeout,swinging_strike,,,,,14,Enrique Hernández strikes out swinging.,W,R,R,TOR,LAD,S,2.0,,1,2,2025,-0.94,0.21,0.93,2.34,,,,2,6,Top,,,,,,,5.109999718059509,-124.53440311938388,-1.6400792809983238,8.515760704188658,28.54497441066397,-29.874742848098503,3.42,1.67,,,,85.0,2650,6.2,813027,672386,665489,666182,676391,665926,676914,662139,664702,54.25,,0.0,0.0,1.0,0.0,0.0,,46,4,Sweeper,2,2,2,2,2,2,2,2,Standard,Standard,63,0.016,-0.182,63.9,8.1,,0.182,,0,0,0.558,0.442,30,33,31,34,1,2,,,,,2.94,-0.94,-0.94,,23.581058731778487,-30.2071402563909,18.91308130417835,48.76012215372566,49.22202978556726,"Domínguez, Seranthony",622554,R,0.8320000000000001,0.8220000000000001,,,0.947,0.7590000000000001,,0.4039999999999999,,0.7590000000000001,62.2
CU,2025-10-24,79.5,1.97,6.48,"Snell, Blake",676914,605483,,called_strike,,,,,14,Called Strike,W,R,L,TOR,LAD,S,,,2,1,2025,-0.96,-0.66,0.84,2.13,,,543807.0,0,5,Bot,,,,,,,-0.6759911952997165,-115.6656742665396,-1.430209242904062,-8.320615969592062,25.244752461342603,-37.93280346437437,3.1,1.53,,,,79.5,2609,6.7,813027,669257,518692,669242,571970,605141,571771,681624,606192,53.8,,,,,,,,42,4,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,327,0.0,-0.078,,,,0.078,,0,0,0.612,0.612,32,26,33,26,3,2,,,,,4.32,-0.96,0.96,,,,,,,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
ST,2025-10-24,82.1,3.41,5.74,"Fluharty, Mason",660271,689254,,swinging_strike,,,,,13,Swinging Strike,W,L,L,TOR,LAD,S,,,0,1,2025,-1.13,-0.41,-0.77,1.33,,,,0,5,Top,,,,,,,-7.34748227285392,-119.20107255768364,-2.4836341030942006,-8.804689044590676,28.19206033242155,-35.63518658152566,3.51,1.65,,,,82.2,2825,7.0,813027,672386,665489,666182,676391,665926,676914,662139,664702,53.46,,,,,,,,37,2,Sweeper,2,2,2,2,2,2,2,2,Infield shade,Standard,309,0.0,-0.055,67.6,8.5,,0.055,,0,0,0.5,0.5,23,30,24,31,1,2,,,,,3.87,-1.13,-1.13,,20.668838003693534,-18.14791511984549,35.26090445175404,49.635973998818415,38.02150046362839,"Fluharty, Mason",689254,L,,,0.422,,,,,0.574,,,52.2
CU,2025-10-24,80.8,2.09,6.62,"Snell, Blake",676914,605483,,called_strike,,,,,3,Called Strike,W,R,L,TOR,LAD,S,,,1,0,2025,-1.15,-0.5,0.44,2.71,,,,1,1,Bot,,,,,,,-1.4779561266138073,-117.64057905299312,-1.017274988567277,-10.29161380737689,25.44538327252189,-36.81524868351337,3.02,1.45,,,,80.8,2663,6.6,813027,669257,518692,669242,571970,605141,571771,681624,606192,53.94,,,,,,,,5,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,324,0.0,-0.05,,,,0.05,,0,0,0.526,0.526,32,26,33,26,1,0,,,,,4.03,-1.15,1.15,,,,,,,"Snell, Blake",605483,L,0.92,,,0.985,,0.6,0.552,,,0.6,61.1
ST,2025-10-24,90.2,-2.17,5.52,"Klein, Will",543807,694361,,swinging_strike,,,,,14,Swinging Strike,W,R,R,TOR,LAD,S,,,1,1,2025,-1.15,0.24,1.25,2.34,,,,0,8,Bot,,,,,,,6.095729861561253,-131.10137359143542,-2.3854645515959225,11.671707229529837,31.872015385777896,-29.06609347295645,3.55,1.64,,,,90.3,2572,6.7,813027,669257,518692,669242,571970,605141,571771,681624,606192,53.77,,,,,,,,71,3,Sweeper,11,4,11,4,4,11,11,4,Standard,Standard,26,0.0,-0.061,70.0,8.3,,0.061,,7,7,0.999,0.999,25,35,26,36,1,4,,,,,2.6,-1.15,-1.15,,21.75430224333459,-10.503470093736851,33.473339980092945,51.75893928932936,35.77892331542984,"Klein, Will",694361,R,0.986,,0.433,,,0.828,,0.39,,0.828,
ST,2025-10-24,81.4,3.3,5.76,"Fluharty, Mason",660271,689254,strikeout,called_strike,,,,,14,Shohei Ohtani called out on strikes.,W,L,L,TOR,LAD,S,2.0,,2,2,2025,-1.25,-0.09,0.06,1.53,,,,0,5,Top,,,,,,,-4.882250523380383,-118.2794456339314,-2.558911137114727,-10.452281122984166,27.48172188662141,-32.679684305666854,3.51,1.65,,,,81.3,2814,6.8,813027,672386,665489,666182,676391,665926,676914,662139,664702,53.71,,0.0,0.0,1.0,0.0,0.0,,37,5,Sweeper,2,2,2,2,2,2,2,2,Infield shade,Standard,297,0.03,-0.232,,,,0.232,,0,0,0.5,0.5,23,30,24,31,1,2,,,,,3.6,-1.25,-1.25,,,,,,,"Fluharty, Mason",689254,L,,,0.422,,,,,0.574,,,52.2
CU,2025-10-24,72.1,-1.43,5.48,"Bassitt, Chris",571970,605135,strikeout,swinging_strike,,,,,8,Max Muncy strikes out swinging.,W,L,R,TOR,LAD,S,2.0,,2,2,2025,-1.52,-0.73,-0.17,1.51,,,606192.0,1,8,Top,,,,,,,-0.0970372758122888,-104.69486519668156,1.1145120060382296,10.908429337467924,24.18555917753049,-37.94066377936103,3.1,1.51,,,,70.8,2365,6.2,813027,672386,665489,643396,676391,665926,664770,662139,680718,54.26,,0.0,0.0,1.0,0.0,0.0,,69,6,Curveball,11,4,4,11,4,11,4,11,Infield shade,Standard,49,0.002,-0.222,53.6,6.2,,0.222,,7,-7,0.997,0.003,36,34,36,35,1,3,,,,,5.27,-1.52,1.52,,25.61976327342989,5.2115996909231725,39.08066634350673,40.873962939071845,46.25412760326226,"Bassitt, Chris",605135,R,0.742,0.762,0.462,0.949,0.95,0.96,0.376,0.871,,0.96,170.1
ST,2025-10-24,80.5,3.47,5.55,"Fluharty, Mason",518692,689254,,called_strike,,,,,9,Called Strike,W,L,L,TOR,LAD,S,,,1,0,2025,-1.52,-0.07,0.4,1.9,,,605141.0,1,5,Top,,,,,,,-3.95803309801664,-117.1468069323798,-1.1534181267226729,-12.89989291252746,26.22504654813588,-32.84603791596824,3.69,1.79,,,,80.9,2752,7.0,813027,672386,665489,666182,676391,665926,676914,662139,664702,53.51,,,,,,,,39,2,Sweeper,2,2,2,2,2,2,2,2,Infield shade,Standard,297,0.0,-0.056,,,,0.056,,0,0,0.497,0.503,23,35,24,36,1,2,,,,,3.65,-1.52,-1.52,,,,,,,"Fluharty, Mason",689254,L,,,0.422,,,,,0.574,,,52.2
ST,2025-10-24,73.6,-1.96,4.95,"Bassitt, Chris",606192,605135,,called_strike,,,,,9,Called Strike,W,R,R,TOR,LAD,S,,,0,0,2025,-1.68,0.04,0.49,1.87,,,,1,8,Top,,,,,,,2.04078072381259,-107.0192351418667,1.1515588377283323,12.287798071180626,22.468331422734288,-32.3589754397356,3.43,1.58,,,,72.8,2252,6.2,813027,672386,665489,643396,676391,665926,664770,662139,680718,54.28,,,,,,,,68,1,Sweeper,11,4,4,11,4,11,4,11,Standard,Standard,67,0.0,-0.039,,,,0.039,,7,-7,0.998,0.002,36,32,36,33,1,3,,,,,4.25,-1.68,-1.68,,,,,,,"Bassitt, Chris",605135,R,0.742,0.762,0.462,0.949,0.95,0.96,0.376,0.871,,0.96,170.1
