pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,entity_name,entity_id,pitch_hand,eta_FF,eta_SI,eta_FC,eta_CH,eta_FS,eta_CU,eta_KC,eta_SL,eta_ST,eta_SV
CU,2025-10-06,83.9,0.29,6.39,"Ashby, Aaron",664023,676879,strikeout,called_strike,,,,,6,Ian Happ called out on strikes.,D,R,L,MIL,CHC,S,2.0,,1,2,2025,-0.52,1.42,0.62,2.34,,,,1,1,Top,,,,,,,1.771879592704961,-122.10734908196768,-0.0833936508027552,-5.499352233306414,27.091556795701507,-46.47097534445591,3.55,1.65,,,,82.2,2882,5.4,813048,661388,683734,668930,702332,687401,694192,663368,686217,55.07,,0.0,0.0,1.0,0.0,0.0,,5,4,Curveball,0,3,3,0,3,0,3,0,Strategic,Standard,337,0.009,-0.18,,,,0.18,,-3,3,0.24,0.76,27,30,27,31,1,0,,,,,4.69,-0.52,0.52,,,,,,,"Ashby, Aaron",676879,L,0.738,0.8109999999999999,,0.761,,0.8790000000000001,0.8790000000000001,0.541,,
CU,2025-10-06,83.8,0.49,6.33,"Ashby, Aaron",608348,676879,,called_strike,,,,,5,Called Strike,D,R,L,MIL,CHC,S,,,1,1,2025,-0.63,1.38,-0.05,2.35,,,,2,1,Top,,,,,,,0.0071614228673141,-121.96468165105176,-0.0072534255052949,-6.267043905436796,27.42353935911358,-46.01908159216698,3.38,1.67,,,,81.9,2769,5.3,813048,661388,683734,668930,702332,687401,694192,663368,686217,55.16,,,,,,,,6,3,Curveball,0,3,3,0,3,0,3,0,Strategic,Standard,335,0.0,-0.062,,,,0.062,,-3,3,0.249,0.751,27,30,27,31,1,0,,,,,4.66,-0.63,0.63,,,,,,,"Ashby, Aaron",676879,L,0.738,0.8109999999999999,,0.761,,0.8790000000000001,0.8790000000000001,0.541,,
CU,2025-10-06,79.5,-0.81,5.65,"Sheehan, Emmet",596146,686218,,called_strike,,,,,2,Called Strike,D,L,R,PHI,LAD,S,,,0,0,2025,0.69,1.32,0.15,3.08,,,,1,8,Bot,,,,,,,0.7846749593072339,-115.55382627551812,3.7728719568396585,5.944684787000896,25.92546216626284,-44.95763082592259,3.36,1.61,,,,79.1,2828,6.5,813052,669257,518692,669242,571970,605141,571771,681909,681624,53.98,,,,,,,,60,1,Curveball,0,4,0,4,4,0,0,4,Standard,Standard,39,0.0,-0.039,,,,0.039,,-4,-4,0.025,0.025,25,32,26,32,1,0,,,,,5.0,-0.69,0.69,,,,,,,"Sheehan, Emmet",686218,R,0.989,,,0.986,,0.8520000000000001,0.8520000000000001,0.257,,
CU,2025-10-06,84.4,0.4,6.33,"Ashby, Aaron",664023,676879,,called_strike,,,,,8,Called Strike,D,R,L,MIL,CHC,S,,,1,1,2025,-0.6,1.29,0.04,2.13,,,,1,1,Top,,,,,,,0.3434653824006481,-122.88603122459334,-0.836459602018896,-6.128987075081311,26.057486992824774,-45.19007298038179,3.55,1.65,,,,83.0,2790,5.5,813048,661388,683734,668930,702332,687401,694192,663368,686217,55.03,,,,,,,,5,3,Curveball,0,3,3,0,3,0,3,0,Standard,Standard,339,0.0,-0.064,,,,0.064,,-3,3,0.24,0.76,27,30,27,31,1,0,,,,,4.5,-0.6,0.6,,,,,,,"Ashby, Aaron",676879,L,0.738,0.8109999999999999,,0.761,,0.8790000000000001,0.8790000000000001,0.541,,
KC,2025-10-06,88.3,-2.36,6.1,"Duran, Jhoan",660271,661395,strikeout,swinging_strike,,,,,14,Shohei Ohtani strikes out swinging.,D,L,R,PHI,LAD,S,2.0,,2,2,2025,0.64,1.13,1.14,1.09,,571970.0,669257.0,2,9,Top,,,,,,,7.153491775515776,-128.40160075554525,-3.696162485006875,5.483109475278408,28.65212986611048,-43.97876451690542,3.56,1.66,,,,87.7,2787,6.1,813052,592663,547180,681082,664761,607208,596146,669016,592206,54.4,,0.0,0.0,1.0,0.0,0.0,,68,6,Knuckle Curve,1,4,4,1,4,1,4,1,Standard,Standard,47,0.006,-0.203,33.9,6.6,,0.203,,-3,3,0.032,0.968,27,30,27,31,1,4,,,,,4.07,-0.64,0.64,,0.2374374715650932,22.164292750716665,41.46364560324589,28.334063934823234,19.48959053873781,"Duran, Jhoan",661395,R,0.99,,,,0.878,0.611,0.611,,0.554,
KC,2025-10-06,85.3,2.06,6.01,"Pomeranz, Drew",661388,519141,strikeout,called_strike,,,,,3,William Contreras called out on strikes.,D,R,L,MIL,CHC,S,2.0,,0,2,2025,-0.32,1.09,0.67,3.17,,,,0,5,Bot,,,,,,,-2.58471263315482,-124.11788600058324,1.8187979530875933,-2.7388858762128283,26.978571014768104,-44.0073454781477,3.46,1.62,,,,83.6,2252,5.4,813048,608348,683737,663538,807713,621020,664023,691718,673548,55.11,,0.0,0.0,1.0,0.0,0.0,,44,3,Knuckle Curve,7,3,7,3,3,7,7,3,Standard,Standard,322,-0.005,-0.165,,,,0.165,,4,4,0.937,0.937,36,27,37,28,1,2,,,,,4.25,-0.32,0.32,,,,,,,"Pomeranz, Drew",519141,L,0.713,,,,,0.7020000000000001,0.7020000000000001,,,
CU,2025-10-06,81.2,2.21,5.89,"Koenig, Jared",807713,657649,,called_strike,,,,,5,Called Strike,D,R,L,MIL,CHC,S,,,1,1,2025,-0.92,0.9,0.05,2.17,,,,0,7,Top,,,,,,,-3.033098581183172,-118.23627100648262,0.0739399027056251,-7.930472124326502,25.45137988345832,-40.78962425265842,3.28,1.55,,,,80.1,2503,5.8,813048,661388,683734,668930,702332,687401,694192,663368,686217,54.71,,,,,,,,56,3,Curveball,7,3,3,7,3,7,3,7,Standard,Standard,307,0.0,-0.061,,,,0.061,,4,-4,0.947,0.053,31,23,31,24,1,2,,,,,4.39,-0.92,0.92,,,,,,,"Koenig, Jared",657649,L,,0.8009999999999999,0.479,0.929,,0.809,0.809,,,
ST,2025-10-06,86.6,2.56,5.54,"Luzardo, Jesús",605141,666200,,swinging_strike,,,,,13,Swinging Strike,D,R,L,PHI,LAD,S,,,0,1,2025,-0.49,0.8,-0.89,0.4,,,,2,3,Top,,,,,,,-7.159182589631436,-125.87665749990308,-4.296163670352389,-3.4865182077204504,29.37519235232539,-39.825084716710535,3.23,1.53,,,,85.2,2425,5.8,813052,592663,547180,624641,664761,607208,805249,669016,592206,54.7,,,,,,,,18,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,341,0.0,-0.057,33.0,6.6,,0.057,,0,0,0.543,0.457,27,32,28,33,2,1,,,,,3.89,-0.49,0.49,,-2.864224288496856,8.858401836498558,45.3304007221436,29.0230157060219,21.34449479662424,"Luzardo, Jesús",666200,L,0.95,0.954,,0.995,,,,0.195,0.38,
CU,2025-10-06,82.0,-1.74,5.59,"Rea, Colin",686217,607067,,called_strike,,,,,7,Called Strike,D,L,R,MIL,CHC,S,,,0,0,2025,0.92,0.77,-0.54,1.98,,,683734.0,2,5,Bot,,,,,,,0.9245551050578612,-119.33344035155356,-0.0061221776411499,8.447174012453326,26.61196550608362,-39.69520326684222,3.14,1.5,,,,81.6,2233,6.4,813048,608348,683737,663538,807713,621020,664023,691718,673548,54.14,,,,,,,,47,1,Curveball,7,3,7,3,3,7,7,3,Standard,Standard,57,0.0,-0.042,,,,0.042,,4,4,0.931,0.931,34,25,35,25,1,2,,,,,4.2,-0.92,0.92,,,,,,,"Rea, Colin",607067,R,0.87,0.8,0.512,,0.903,0.735,0.735,0.327,0.556,
CU,2025-10-06,81.5,1.93,6.58,"Snell, Blake",669016,605483,,swinging_strike,,,,,13,Swinging Strike,D,L,L,PHI,LAD,S,,,0,0,2025,-1.05,0.7,-0.84,1.6,,,624641.0,2,5,Bot,,,,,,,-4.230481107827507,-118.62097365574408,-3.2281971205210347,-9.016029957518237,24.29928434527221,-38.29039132543727,3.2,1.53,,,,81.8,2600,6.6,813052,666163,518692,669242,500743,605141,571771,681624,606192,53.86,,,,,,,,35,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,332,0.0,-0.042,60.4,8.4,,0.042,,0,0,0.531,0.531,32,27,33,28,2,1,,,,,4.15,-1.05,-1.05,,26.35456060980983,-33.983202638193184,30.28083647801571,48.07165248076957,47.37341635281084,"Snell, Blake",605483,L,0.919,,,0.98,,0.601,0.601,0.589,,
